,report_no.,report_date,sent_to_manufacturer/importer/private_labeler,publication_date,category_of_submitter,product_description,product_category,product_sub_category,product_type,product_code,manufacturer/importer/private_labeler_name,brand,model_name_or_number,serial_number,upc,date_manufactured,manufacturer_date_code,retailer,retailer_state,purchase_date,purchase_date_is_estimate,incident_description,city,state,zip,location,(primary)_victim_severity,(primary)_victim's_sex,my_relation_to_the_(primary)_victim,(primary)_victim's_age_(years),submitter_has_product,product_was_damaged_before_incident,damage_description,damage_repaired,product_was_modified_before_incident,have_you_contacted_the_manufacturer,if_not_do_you_plan_to,answer_explanation,company_comments,associated_report_numbers,asin_in_report
1873,20130716-1D68E-2147454111,7/16/2013 ,7/24/2013 ,8/7/2013 ,Consumer,Glow Play (or Play Glow) Necklaces with connectors. Bonus package with 3 necklaces instead of 2. Pink. 23 inches.,Toys & Children,Toys,"Toys, Not Elsewhere Classified (1381)",1381,GREENBRIER INTERNATIONAL,No brand listed. Unless it is Glow Play or Play Glow.,184823-14432-001-1303,,6-39277-84823-9,,None listed,Dollar Tree,California,7/15/2013 ,No,"On Monday July 15, I bought a package of 3 toy glow necklaces from Dollar Tree store at 825 Francisco Blvd W, San Rafael, CA 94901.When you bend the 23 inch sticks, the sticks start to glow and then you continue to bend to form a circle and use the plastic connector piece (included) to make a circle necklace out of it. This morning, July 16, I bent the sticks for my 2 daughters to wear (5 yrs and 7 yrs old).  As I bent them, some of the sections of the stick would not glow, indicating that it was not fully functional, maybe from age since manufacture. It seemed dried out in certain sections.  It was glowing about 3/4 of the necklace, so they decided to wear.As I put the necklace on one of my daughters, the liquid inside the necklace squirted out onto my daughter's face, into one of her eyes and into her mouth.  She began to scream from the pain in her eye and spit out the liquid from the terrible taste in her mouth.We immediately went into the bathroom to flush her eye out with water. She also rinsed and spit water from her mouth. I wiped it off of her cheeks.  It took quite a while to stop crying and complaining from the pain.  She did feel better after maybe 20 minutes.I would not want this happening to anyone else. These products should be pulled.",Kentfield,California,94904,Home/Apartment/Condominium,Injury - First Aid Received by Non-Medical Professional,Female,My Child,7.0,Yes,No,,,No,No,No,,,,
1874,20130507-E11E8-2147456322,5/7/2013 ,5/15/2013 ,5/30/2013 ,Consumer,Hasbro Beyblade model Lightning L Drago 105 HF. Spining top like toy  used in arena  to smash into each other ,Toys & Children,Toys,"Toys, Not Elsewhere Classified (1381)",1381,HASBRO INC.,Hasbro,Lightning L Drago 105 HF,,,,,Wallmart ,Virginia,12/19/2012 ,No,"Customer Service, I am writing to you to express my saferty concern pertaining to Hasbro Beyblade model Lightning L Drago 105 HF.My 10 year old is an  a fan of the bey blade toy line, he has eight of them in his collection.  Recently while battling two of his friends in the Bey Blade stadium  his Lightning L Drago 105 HF BB2 splitered into 5 segments. The pieces turned in projectiles hitting the wall and two of his friends in the chest.  Had they been bent over the stadium the projectives easily could have taken out an eye.  I am concerned your product may be defective, or have had a manufacturing problem. I have retained the fragment parts for your analysis and await your instructions. In addition, request you send my son a replacement set so he can continue his Beyblade battles. Thanks and I look forward to you prompt resolution of this matter.[REDACTED]",Fairfax Station ,Virginia,22039,Home/Apartment/Condominium,Injury - No First Aid or Medical Attention Received,Male,My Child,11.0,Yes,,,,,Yes,,EMail  sent to customer service no response, Product safety is a top priority at Hasbro; thank you for your feedback and contacting Hasbro directly. Should you have any further questions please contact our trained professionals at 800 255 5516 or going to http://hasbro.custhelp.com ,,
1875,20130412-8D430-2147457020,4/12/2013 ,4/22/2013 ,5/6/2013 ,Consumer,Little Magnetic Balls that come in a square box. ,Toys & Children,Toys,Building Sets (1345),1345,MAXFIELD & OBERTON HOLDINGS LLC,Bucky Balls,,,,,,Hallmark,,7/21/2012 ,No,"In January 2013 my 9 year old son swallowed 2 Bucky Balls. He has no knowledge of swallowing them and it was days before we knew he did. He has a terrible habit of chewing on things ie: his nails, pen tops, [REDACTED], etc. Evidently he was chewing on these either together or at two separate times and swallowed them. Days later we were in the Emergency room because of cramping and vomiting in the abdomen. He had one in his small intestine and one in the large intestine that connected together. They started by putting him under on a Sunday morning to do a colonoscopy that was unsuccessful. They then decided surgery the next day would be the best option. Then they came back and said it was too dangerous to wait and that the surgeon would be coming in that same evening to operate. They performed what ended up to be a 5 hour surgery on Sunday Evening at 7:10PM. They removed is entire right quadrant of intestines and appendix.This was an extremely traumatic experience with no recourse. The recall on the product does not include the Hallmark in Crystal Lake IL where I bought the product. ",Crystal Lake,Illinois,60014,Other,Injury - Hospital Admission,Male,My Child,9.0,Yes,No,,,No,No,No,I carry them in my purse in case there is any recourse to be had. The last question I answered no to because it is my understanding that the manufacturer is no longer in business.,,,
1876,20130308-A0E3F-2147458053,3/8/2013 ,3/18/2013 ,4/1/2013 ,Consumer,"Playskool Busy Chase 'N Crawl Duckies, has 3 ducks which rotate on their own axes within a rolling toy.",Toys & Children,Toys,"Toys, Not Elsewhere Classified (1381)",1381,HASBRO INC.,Playskool,Item #08998,61752,,1/1/2006 ,,Consignment sale,,6/1/2008 ,Yes,Our 1-year-old was playing with the Playskool Busy Chase 'N Crawl Duckies and got her hand stuck in between two ducks. She was very distressed and started crying. My husband had to pull her hand with a fair amount of force to free it. There was no lasting injury.,Lee's Summit,Missouri,64064,Home/Apartment/Condominium,"Incident, No Injury",Female,My Child,1.0,Yes,No,,,No,No,No,," Product Safety is a top priority at Hasbro; thank you for your feedback. We have trained professionals available at our headquarters to answer product-related questions, and we encourage consumers to contact us directly, by calling 800.255.5516 or going to http://hasbro.custhelp.com ",,
1877,20130310-47346-2147458018,3/10/2013 ,3/25/2013 ,4/15/2013 ,Consumer,A blue and white whale that shoots water out the top. ,Toys & Children,Toys,Water Toys (1365),1365,FISHER-PRICE BRANDS,Fisher-Price Brilliant Basics Spray 'N Lights Bath Whale ,,,,,,Wal Mart,Colorado,12/19/2012 ,No,"My son received this whale as a Christmas present. All of a sudden it stopped working and I finally got around to changing the batteries last night and there was black water in the battery compartment. I'm assuming its battery acid from the CORRODED batteries! My son still played with it after it died and I'm pretty upset that he's been exposed to battery acid. The toy never sat in water for extended periods of time, just bath time, and I made sure to drain it as much as possible. ",Longmont,Colorado,80505,Home/Apartment/Condominium,"Incident, No Injury",Male,My Child,1.0,Yes,No,,,No,No,Yes,I will be calling fisher price on Monday.,,,
1878,20130313-880D5-2147457878,3/13/2013 ,3/22/2013 ,4/5/2013 ,Consumer,My Sweet Love Baby Doll Stroller - Model#12518 - Barcode#604576125183,Toys & Children,Toys,"Dolls, Plush Toys, and Action Figures (1394)",1394,Walmart Stores Inc.,My Sweet Love is a registered trademark of Wal-Mart Stores,12518,,604576125183,,,Walmart Store#0915,Texas,3/9/2013 ,No,"Incident:On Monday evening approximately 6pm on March 11, 2013, my daughter and I were playing outside on a dry paved area in a cul-de-sac of my wife's parents house on a sunny clear day.  She was pushing a My Sweet Love Baby Doll Stroller.  As she was walking / pushing the stroller, she tripped and fell onto a part of the stroller that had a slightly protruding semi-dull flat metal joint approximately 1 inch in length (about half way up the stroller that is approximately 2 feet in height when extended).  She hit the metal part with enough force while falling that it caused a 1 inch laceration between her nose and right eye near her eyebrow, just missing her eye.  We immediately took her to the ER at a local hospital in Sugarland, TX.  Once she was taken back to a room, the ER doctor examined her and said she would need stitches.  Due to her anxiety and fear, and his concern that she would be moving during the procedure, he decided to put her under general anesthesia (in our case, the drug ketamine) which of course has risks.  He put in 6 stitches and observed her until approximately 2:30am March 12, 2013.  The entire duration from the time of the incident to when we returned from the ER was over 8 hours and very traumatic for our little girl.Safety concern:My concern is that this will happen to other toddlers and could result in a more significant injury (e.g. losing an eye or even death if the metal object were to strike a major vein such as the jugular vein).  Additionally, there is no warning/cautionary statement on the packaging, nor is the age limit displayed prominently on the packaging (I did not see the age limit until inspecting the packaging for over 15 minutes - the age limit is in a flower graphic at the top of the packaging - instead, it should be clearly displayed more predominately and explicitly written: For age groups 2 years and older).  Please recall this product due to it's risk.",McKinney,Texas,77459,Street or Highway,Injury - Emergency Department Treatment Received,Female,My Child,1.0,Yes,No,,,No,No,Yes,I will keep the product until I can contact an attorney. I plan to contact the retailer/manufacturer., Please contact the Walmart Customer Service Hotline at 1.800.925.6278,,
1879,20130314-57DE2-2147457857,3/14/2013 ,3/22/2013 ,4/12/2013 ,Consumer,Mini green kaleidoscope with tinker bell sticker on it.,Toys & Children,Toys,Party Favors (1720),1720,"Hallmark Cards, Incorporated",Disney,,,,,,,,,No,"My 4 year old daughter was playing in her bedroom and started screaming and came out to show me what happen. The tinker bell kaleidoscopes that comes in the disney princess party packs sold in stores was stuck on her tongue. Her tongue was stuck in the eye hole side of the toy after 30 minutes of trying to get it off myself I rushed her to our local emergency room. Once we got to the er they took us right back and rushed in the doctor and er nurses and a nurse from the surgical department, after working and cutting at the kaleidoscope for around 30 minutes they finally got it completely cut for it to slide off her severely swollen tongue. The er doctor had said she was very lucky that they got it off when they did before it caused more severe damage. Her tongue is still very swollen and black, she has a follow up doctors appointment with our family doctor on friday 3/15/13 to check and make sure she has no permanent damage to the tissue that was cut off by circulation from the kaleidoscope.",kenton,Ohio,43326,Home/Apartment/Condominium,Injury - Emergency Department Treatment Received,Female,My Child,4.0,Yes,No,,,No,Yes,,"yes i still have the product incase for legal reasons, i have contacted disney direct but have no recieved a response yet.",,,
1880,20130429-8D1F0-2147456543,4/30/2013 ,5/8/2013 ,5/22/2013 ,Consumer,Twin Gyroscopes set sold on-line by the Marbles The Brain Storehttp://www.marblesthebrainstore.com/gifts-for/twin-gyroscopes,Toys & Children,Toys,"Toys, Not Elsewhere Classified (1381)",1381,TEDCO,Twin Gyroscopes,Twin Gyroscopes,,043067000668,,06/2012,Marbles The Brain Store,,4/29/2013 ,No,"BRIEF:  Twin Gyroscopes fabricated by Tedco Manufacturing Co., and sold by Marbles The Brain Store ( see http://www.marblesthebrainstore.com/gifts-for/twin-gyroscopes ) have edges sharp enough to cut the skin.INCIDENT: On or around April 15 I order the Twin Gyroscope set from Marbles; it arrived promptly, but only on the morning of April 29 I opened the box to have them ready for my 4 y.o. daughter when she came back in the afternoon from nursery school.  These gyros have a two-ring metal frame that is split for assembly and adjustment of the gyro and, later, these ends are butt together (from the manufacturer's description).  What I did not realize in handling the gyros is that there are sharp edges in these butting ends and in junctions of the frame with the spinning axis of the rotor plate of the gyro.  Some of the edges are sharp enough to cut skin deep enough to produce a light bleeding.  Fortunately, it was my hand, and not my daughter's, that got cut.   I remembered tonight I had received an e-mail invitation from the Marbles store to post of a review on their site of my purchase of the Twin Gyros set, so I submitted a negative review warning potential buyers of what had happened to my hand.  I have also e-mailed the store advising them of the review (and attaching a copy of it in case a website editor decided to trash it).  I checked on the web and there are too many stores that sell these gyroscopes from Tedco for me to be warning all the stores to check the gyros they sell.  It is more effective and practical to notify you.  I have chosen not to return to the store the Twin Gyros set I bought in case you wish to examine them, and I would be glad to send to you if needed.  I am a medical doctor and would be unethical not to try to avoid a child getting hurt by these (otherwise nice) toys. ",Bethesda,Maryland,20817,Home/Apartment/Condominium,Injury - Seen by Medical Professional,Male,Self,68.0,Yes,No,,,No,No,No,I still have the product in case is needed for inspection,,,
1881,20130504-645C0-2147456394,5/4/2013 ,5/13/2013 ,6/4/2013 ,Consumer,http://www.amazon.com/gp/aw/d/B0039X51NG/ref=mp_s_a_1?qid=1367685220&sr=8-2&pi=SL75. Kid o magnatabWant to send pics but can't from my phonr,Toys & Children,Toys,"Toys, Not Elsewhere Classified (1381)",1381,Kid O Products,Kido,,,,,,Amazon,,,No,http://www.amazon.com/gp/aw/d/B0039X51NG/ref=mp_s_a_1?qid=1367685220&sr=8-2&pi=SL75This kid o product all of them have magnetic pen. I have 2 of them.  One pen the inner tube came out and we couldn't find the rest of the pen.  I did today. The inside has a spring and magnet that can dislodge easily. Most scary if a kid mouthed the top of the pen they could swallow the spring and magnet. Very unsafe design. Not even sure why it disassembled ,Merrick,New York,11566,Home/Apartment/Condominium,"Incident, No Injury",Male,My Child,4.0,Yes,No,,,No,,,," Kid O has spoken to this customer extensively about about the damaged pen, and we take this report very seriously. We first received an email from this customer on Tuesday, April 23, 2013, notifying us that she had a broken pen. We responded the same day, apologizing for any damages and requested images so we could understand what had happened to the pen. The customer wrote back on Saturday, May 4, 2013, explaining in more detail and with pictures. Kid O responded on Monday, May 6, 2013, explaining that we take this incident very seriously and we had spoken to our factory & design team, forwarding them these pictures. The factory was able to confirm that this pen was from our first production batch in 2011. We also confirmed with our factory that additional screws and glue were added to the Magnatab Pens' design in early 2012 to avoid any potential quality issues. We have not had this production batch in our warehouse for almost two years. Taking precautionary measurements, we had our warehouse double check all remaining inventory to make sure no products with that batch number remain in stock. We then in the same email offered the customer a replacement Magnatab or other Kid O product of their choosing. On Thursday, May 9, 2013, the customer responded that she would like to receive our Cursive Uppercase Magnatab as a replacement, as she likes our products and also offered a suggestion as to help keep the magnet in the pen. On Friday, May 10, 2013, we thanked her for her email, reiterated that we are confident that this will not happen on her replacement Magnatab, and confirmed that the replacement would be received the following week. We have not received any additional emails from this customer, and we have not had any injuries from any of Magnatab pens. We are very confident that all production batches from 2012 and later have extra reinforcements to prevent any potential incidents.",,
1882,20130320-422FE-1314300,3/20/2013 ,4/30/2013 ,5/21/2013 ,Consumer,Tweety Bird plastic rattler with three rings hanging from the bottom. ages 0-18months ,Toys & Children,Toys,Baby Rattles (1517),1517,REGENT BABY PRODUCTS CORP.,Looney Tunes ,0110,,,,,[REDACTED],,12/23/2012 ,Yes,(03/20/2013) The consumer stated that her 14 month old bit into one of the plastic rings.  She noticed that the child was choking on something. She turned the child over and hit her on her back. The piece of plastic came out of her mouth. The plastic was about 3/4 of an inch. The child was not harmed. The consumer stated that the child has been playing with the toy since Christmas. (03/20/2013) The consumer contacted [REDACTED]. She was told that someone would contact her in 24 to 48 hrs.,Reedsville,Ohio,45772,Home/Apartment/Condominium,Injury - First Aid Received by Non-Medical Professional,Female,My Child,1.0,Yes,No,,,No,,,,,,
1883,20130327-6C646-2147457485,3/27/2013 ,4/4/2013 ,4/18/2013 ,Consumer,1 DOZEN EXCITING EGG SHAKERS,Toys & Children,Toys,Toy Musical Instruments (1344),1344,"Oriental Trading Company, Inc.",Oriental Trading Company,64/31,,,,,Oriental Trading Company,,1/12/2013 ,No,"After seeing a recall from egg shakers from West Music, I thought I should report my experience with a similar product.Company: Oriental Trading CompanyItem #: 64/31Description: 1 DOZEN EXCITING EGG SHAKERSURL: http://www.orientaltrading.com/exciting-egg-shakers-a2-64_31-12-1.fltr?Ntt=egg+shakersWe ordered 4 dozen eggs and two were broken open upon arrival. After light use in my wife's music studio, at least two more opened and spilled their contents. Several others are now cracked and likely to come open.",Lindon,Utah,84042,Home/Apartment/Condominium,Unspecified,,Unspecified,,Yes,Yes,,No,No,No,No,Package arrived with at least 2 broken items., This item is an item that is regularly tested at an accredited third party testing laboratory under Oriental Trading Company's product safety compliance program and complies with all applicable standards. ,,
1884,20130403-560B6-2147457324,4/3/2013 ,4/11/2013 ,4/25/2013 ,Consumer,Hexbug 477-2248 Scarab,Toys & Children,Toys,"Dolls, Plush Toys, and Action Figures (1394)",1394,"Innovation First Labs, Inc.",Hexbug,Hexbug 477-2248 Scarab,,,,,Target,,3/26/2013 ,Yes,"3 days ago I purchased a Hexbug from Target.  The item was sitting idle on the counter and suddenly 1 of the batteries exploded sending the bug and all its batteries across the room.  Bits of battery and the remains of the bug were scattered on the floor.  Luckily no one was around the bug when it occurred but we did see the force of the explosion and felt lucky that no one was hurt.  This is a very unsafe toy, one I will not buy again and hope others see this as well.",Hudson,Wisconsin,54016,Home/Apartment/Condominium,"Incident, No Injury",,Unspecified,,Yes,No,,,No,Yes,,," Toy safety is a priority for Innovation First Labs, Inc. While our products are thoroughly tested and meet CPSC safety standards, we continually strive to improve the safety of our products beyond existing CPSC and retailer standards. We investigate all product complaints, including those relating to components of our products, such as batteries, which we do not manufacture.  We have contacted this submitter and hope to receive the defective battery soon.  When it arrives, as part of our investigation, we will seek assistance from the battery manufacturer.  We invite consumers with questions or concerns about any of our products to call us at 903.453.0804 or email us at info@hexbug.com.   ",,
1885,20130404-2CE8D-2147457284,4/5/2013 ,4/15/2013 ,4/29/2013 ,Consumer,"Street Flyers, Light Up Pogo Stick, Ages 5+ 40-80lbs, Purple Style #SF_10",Toys & Children,Toys,Pogo Sticks (1310),1310,Street Flyers LLC.,Street Flyers,Light Up Pogo Stick,580037745122,815979014503,,025193JUL11,Kmart,,3/28/2013 ,No,"For Easter (03-31-2013) All Of My Children Recieved Street Flyer Pogo Sticks. Today Is 04-04-2013 And My Children Used Their Pogo Sticks For The 2nd Time Today. My Middle Daughter, Who Is 8 Years Old And Only 50lb, Went To Jump On Her Pogo Stick And It Just Fell Into Pieces, 5 Pieces To Be Exact. She Twisted Her Ankle And Cried For At Least An Hour. It Has Now Been A Few Hours And The Pain Is Controlled With [REDACTED]. I Am Very Upset That My Daughter Was Hurt And Also No Longer Has A Toy  I Just Purchased...  ",Bay City,Michigan,48708,Home/Apartment/Condominium,Injury - First Aid Received by Non-Medical Professional,Female,My Child,8.0,Yes,No,,,No,No,Yes,,,,
1886,20150407-A00AD-1477811,4/7/2015 ,5/4/2015 ,5/18/2015 ,Consumer,Metal alcohol burners,Toys & Children,Toys,Chemistry Sets or Science Kits (1393),1393,C & A Scientific Co.,Prmier,97-5320,,,,,(Amazon.com) Medix Corp,California,3/3/2015 ,No,"The information below was taken from an email sent to the CPSC Information Center:The consumer believes that his alcohol burners present the same exact problem as the ones in Recall# 06-061.The consumer has 50 unsafe wick-less metal alcohol burners (used in scientific experiments).Description: The metal alcohol burner consists of a stainless steel tank with a screw-on steel lid. A copper tubing wick in the shape of a loop is soldered on the top of the burner's lid. The burner and lid measure 3-inches in diameter by 3 ½-inches high. The burner also has a separate metal top which fits over the copper wick to act as a snuffer, and a metal heat shield designed to sit on top of the lid. It has a rubber keeper to prevent vaporization of alcohol. The item number 97-5320 is printed on the burner's packaging. The possible name of the manufacture is “Premier” located in China (see photo of shipping container).  The shipping container has this information on it also: C.A PO. No.P182 BALTIMOR C/NO. MADE IN CHINA.  A possible injury or property damage can occur due to flammable alcohol leaking from the holes located in the copper tubing on the upper coil portion of the burner. The holes are in a placement where the rubber keeper/stopper cannot prevent fuel from leaking out when tipped over or when the internal temperature of the fuel tank rises and forces fuel to rise upward through the copper tubes leading to the coil on the surface of the burner. (See photo of hole not being covered by rubber keeper/stopper) I have inspected 10 out of the 50 received and all have the same hole placement. (see photo of hole in relation to rubber keeper/stopper).  On or about March 21 is when I observed the alcohol leaking from the holes in the copper coil. At that time I notified the retailer of the problem. Their response was: “as to the product recall, we checked with the manufacturer and that was for a previous model, not this one”. Dated: March 23, 2015 On or about March 21, is when I searched the internet for information regarding this type of burner to see if anyone had experienced the fuel leakage problem. That is when I discovered there was a recall issued by CPSC. In that report it is stated that the alcohol was leaking from a soldered area at the base of the copper tube. In that report it was also stated that the package had the item number, 97-5320, on the burner’s package. That is the same number that is on the 50 packages that I received.   It seems the “recalled” burners with the identification number, 97-5320, are being sold again in violation of the 2006 recall issued by CPSC. The commission states that it is illegal to resell or attempt to resell a recalled consumer product. I am prepared to ship the alcohol burners to CPSC, United States Consumer Product Safety Commission for their inspection and validation to my claim. Included in this claim are photos of: 1.My proof of purchase from Amazon .com/ by C and A Scientific via Medix Corp. 2. Photo of hole location on alcohol burner where fuel leaks in relation to rubber keep/stopper. 3. Photos of shipping container from Medix Corp. containing boxes of burners. I purchased them on March 3, 2015 (50 pcs.) see attached photo of purchase order via amazon.com filled by Medix Corp.  I suspect approximately 5-7 days after shipment they were delivered to my location.  All 50 were purchased at the same time.They were shipped in 3 shipments:3/4/15  (1 ea.)3/9/15  (32 ea.)3/17/15 (17 ea.)I discovered the leak prior to using. I followed the instructions to test for leaks before using. I turned the burner upside down and the fuel leaked from under the rubber stopper. I continued to test the burner by igniting it. After testing for approx. 1/2 hour I blew out the flame. Shortly after that,  the fuel started to slowly ooze from the holes in the coil and puddle at the base of the copper tubes where the solder is affixed to the tubes. Evidently there is residual pressure inside the body of the burner which causes fuel to rise upward via the copper tubes that extend to the bottom of burner. The tubes have a wicking material inside of them which carries fuel upward by means of capillary action. That wicking material extends all the way up to the holes where the leaks occurred.  Because the body of the burner is very warm after extinguishing the flames, there is a positive pressure inside the fuel reservoir. That pressure pushes down upon the fuel and forces it up into the copper tubes. Because the rubber stoppers do not properly cover the 2 flame holes, it seeps out.I am extremely concerned about these burners.  I need reassurance in some fashion that this will never happen again.  I will refrain from returning the burners to the Medix Corp., because. I fear they will not properly dispose of them.",Rockford,Illinois,61109,Home/Apartment/Condominium,"Incident, No Injury",,Unspecified,,Yes,Yes,,No,No,No,No,The consumer has the product and they were damaged.,,,
1887,20151014-67539-2147427538,10/14/2015 ,10/22/2015 ,11/13/2015 ,Consumer,Product Name: Shooting Ghost Game with Laser GunAn electronic Halloween Decoration/Toy.A Ghost body (a white sheet with electronics/lights/sounds) mounted on a circular white base containing an electric motor. The Ghost body is mounted on the base with connecting sticks; the base spins/moves on a flat surface with lights/sounds.The product also contains a Laser Gun which has lights/sounds. The Laser Gun is shot at the ghost which causes additional lights/sounds/actions.The Laser Gun and Ghost base use AA Alkaline Batteries,Toys & Children,Toys,Other Toy Guns (5006),5006,Giggles International Ltd,,Shooting Ghost Game with Laser Gun (Item No.: 493753),,493753,3/9/2015 ,Batch GP1510002,Cracker Barrel,,10/10/2015 ,No,"AA batteries were inserted into the Laser Gun included with the product. The AA batteries are the correct voltage, were brand new, non-rechargable, and inserted in the correct direction.The Laser Gun immediately activated after closing/securing the battery compartment with lights and sounds activating.The Laser Gun was then turned off according to instructions; holding the trigger for two seconds.The Laser Gun was placed on an empty table for approximately five minutes. After picking up the Laser Gun, I immediately felt heat coming from the battery compartment. I removed all batteries and felt a moderate amount of heat from one battery. All batteries were removed, the Laser Gun battery compartment cooled off, and a new set of three batteries was inserted.After inserting the  and securing the battery hatch, I checked the Laser Gun battery compartment for heat again.This time, the heat was so intense, it slightly burned the top of my index finger. I immediately removed all batteries from the Laser Gun.The heat appears to be generated by a spring/metal contact connected by a wire which leads to the interior of the Laser Gun. When the battery compartment is closed, it appears that the spring and metal contact meet; neither the spring or metal contact are touching an actual battery. The three batteries in the Laser Gun have their own individual metal springs and contacts.",cleveland,Ohio,44144,Home/Apartment/Condominium,"Incident, No Injury",Male,Self,25.0,Yes,No,,,No,No,No,I will retain the item for 30 days after submitting the report. I still have this item in my possession.,,,
1888,20151015-C8DE5-2147427522,10/15/2015 ,10/23/2015 ,11/16/2015 ,Consumer,"Dave & Busters Light Plasma Ball 6 inches (Plug in)Building B, Lucky Industrial Park, Hongjin Road, Hongmei TownDongguan City, Guangdong, China",Toys & Children,Toys,"Toys, Not Elsewhere Classified (1381)",1381,"LUCKY STAR ENTERPRISE CO., LTD.",Dave & Busters Light Plasma Ball 6 inches (Plug in),Dave & Busters Light Plasma Ball 6,,12888,,,Dave & Busters,,5/25/2014 ,No,Electricity ball hummed shortly after it was plugged in and then the glass ball exploded with approximately 10 seconds,Windsor,Colorado,80550,Home/Apartment/Condominium,Injury - First Aid Received by Non-Medical Professional,Female,Self,37.0,No,No,,,No,No,Yes,I have Pictures but I am unable to up load them. I will send seperately upon request,,,
1889,20150727-ED91D-2147429889,7/27/2015 ,8/4/2015 ,8/25/2015 ,Consumer,stuffed Toyrus Geofrey the Giraffe,Toys & Children,Toys,"Dolls, Plush Toys, and Action Figures (1394)",1394,Toy's R Us,,,,,,,Toys R Us,,7/23/2015 ,No,My 7 yr old son bought a stuffed Geoffrey giraffe (toyrus mascot) from toysrus.  He put it around his neck to carry it around and within hours he broke out into a bad bad rash on his neck and arms.  I took him to the doctor and they said he had a chemical reaction to something on the giraffe.  They put him on prednisone (RX) for 10 days to stop the reaction.  I am very concerned about what chemicals they are putting on our kids toys and stuffed animals.,Wichita,Kansas,67218,Home/Apartment/Condominium,Injury - Seen by Medical Professional,Male,My Child,7.0,Yes,No,,,No,,,I did not return the product because I do not have the receipt,,,
1890,20150930-A485F-1520664,9/30/2015 ,11/16/2015 ,12/1/2015 ,Consumer,The consumer noticed on the packaging it indicates the toy contains 60 + pieces and it is intended for ages 4 and up. ,Toys & Children,Toys,Building Sets (1345),1345,"Spin Master, Ltd",Bunchems,Unknown,Unknown,778988121603,,Unknown,ToysRUs ,New York,,No,On 8/31/15 (estimated) the submitter's grandson and granddaughter played with the toy for the first time. The submitter's grandson threw the pieces up in the air and they fell in her granddaughter's hair. The submitter tried to remove the pieces from her granddaughter's hair but she was not able to.On 9/1/15 (estimated) the submitter took her granddaughter to a hair salon [REDACTED]. The submitter states the hairstylist; [REDACTED] took 7 hours to remove the pieces from her granddaughter's hair. The submitter states some of her granddaughter's hair was cut. The submitter paid $158 to have the pieces removed from her granddaughter's hair. The submitter believes there were about 100 pieces in her granddaughter's hair. The submitter states the hair stylist posted a picture of her granddaughter's hair on Facebook.On 9/29/15 the submitter contacted the firm (800-622-8339) to inform them of the incident and spoke with a rep named [REDACTED]. The submitter asked for a replacement toy or a reimbursement since she had to pay to get the pieces removed from her granddaughter's hair. The submitter states [REDACTED] refused to provide any assistance.The submitter contacted the NY Consumer Affairs Office but they referred her to CPSC. The consumer believes there should be a warning on the packaging to warn consumer about keeping it away from hair.,West Islip,New York,11795,Home/Apartment/Condominium,"Incident, No Injury",Female,Other Relative,7.0,Yes,No,,,No,Yes,,,,,
1891,20150611-F387D-2147431164,6/22/2015 ,6/30/2015 ,7/15/2015 ,Consumer,"Disney-themed Camp 'n' Play EZ-Twist Play Hut. Small tent with cloth walls and floor, flap entrance, just large enough for a small child.",Toys & Children,Toys,"Children's Play Tents, Play Tunnels or Other Enclosures (1322)",1322,PLAYHUT INC.,Camp 'n' Play EZ-Twist Play Hut,Camp 'n Play,025758,53762 44857,,15114PLAYHUT06,Ross,California,5/13/2015 ,No,"I had set up a Disney-themed Camp 'n' Play playhut for my granddaughter for the first time. When I knelt down to take a close look at the opening flap, I noticed two razor-sharp points sticking out of the fabric near the top of the opening of the play hut. I immediately and very carefully collapsed it and placed it back in it's box.",Grants Pass,Oregon,,Other,Unspecified,,Unspecified,,Yes,Yes,,,,No,Yes,It looks as if the hoop came apart before I opened the box. The product was damaged and coming apart when I bought it. I plan to contact the company after I make this report.,,,
1892,20150818-CC9B1-2147429227,8/18/2015 ,8/26/2015 ,9/17/2015 ,Consumer,fishing game from Janod.com. The Ref. is [REDACTED] and the bar code is 3700217381523. The tin says that it is for 2-5 year olds and not suitable for those under 18 months due to a long cord strangulation hazard. No mention of magnets. The fishing poles have green plastic worms on the ends.,Toys & Children,Toys,Games or Game Parts (Excl Marbles & Computer Games) (5019),5019,JURATOYS / JANOD-BULLY,Janod,,,,,,Citrus Lane subscription service,California,8/14/2015 ,No,"I wanted to report that I received a fishing game from Janod.com. The Ref. is [REDACTED] and the bar code is 3700217381523. The tin says that it is for 2-5 year olds and not suitable for those under 18 months due to a long cord strangulation hazard. No mention of magnets. When my son was playing with it, the worm on the end of one of the fishing poles suddenly popped apart and a small, powerful magnet fell out. When I noticed this, I looked at the other pole and the worm easily popped apart revealing a second small, powerful magnet. My son did not put these in his mouth, thankfully. This is a serious life threatening hazard. It appears that Janod.com is not a U.S. company but I received the game in my monthly subscription from Citrus Lane, citruslane.com and they appear to be based in CA. Thanks for your time. ",Longmont,,80504,Home/Apartment/Condominium,"Incident, No Injury",Male,My Child,2.0,Yes,,,,,Yes,,I submited an online form to Janod.com and citruslane.com notifying them of what happened.,,,
