Disclaimer: CPSC does not guarantee the accuracy, completeness, or adequacy of the contents of the Publicly Available Consumer Product Safety Information Database on SaferProducts.gov, particularly with respect to information submitted by people outside of CPSC.
Report No.,Report Date,Sent to Manufacturer / Importer / Private Labeler,Publication Date,Category of Submitter,Product Description,Product Category,Product Sub Category,Product Type,Product Code,Manufacturer / Importer / Private Labeler Name,Brand,Model Name or Number,Serial Number,UPC,Date Manufactured,Manufacturer Date Code,Retailer,Retailer State,Purchase Date,Purchase Date Is Estimate,Incident Description,City,State,ZIP,Location,(Primary) Victim Severity,(Primary) Victim's Sex,My Relation To The (Primary) Victim,(Primary) Victim's Age (years),Submitter Has Product,Product Was Damaged Before Incident,Damage Description,Damage Repaired,Product Was Modified Before Incident,Have You Contacted The Manufacturer,If Not Do You Plan To,Answer Explanation,Company Comments,Associated Report Numbers
20200210-C8CBE-2147374902,2/10/2020 ,3/3/2020 ,3/17/2020 ,Consumer,"Features	Side-by-SideBrand	HuffyGender	UnisexAge Group	Teen, ChildColor	BlackAge Range	8 yearsPower Type	ElectricManufacturer Part Number	17249Contains Batteries	YAssembled Product Weight	164 lbsAssembled Product Dimensions (L x W x H)	53.00 x 43.00 x 27.00 Inches","Toys & Children","Riding Toys","Powered Riding Toys (1330)",1330,"Huffy Corporation","Huffy","Torex 24v utv",,,,,"Walmart",,11/18/2019 ,No,"I bought a huffy Torex 24v four wheeler from my sons Christmas. Initially, we had issues with the triggers which only going into reversed. I was sent a replacement piece. After replacing the piece by popping out the old switch and pushing in the new one, I connected the battery to the vehicle. Without stepping on the gas pedal, it’s started accelerating by itself. I took a fall and injuring my knee.","Lexington ","Kentucky",40515,"Home/Apartment/Condominium","Injury - First Aid Received by Non-Medical Professional","Female","Self","34",No,No,,,No,No,,,"",
20200411-DE60D-2147372966,4/11/2020 ,4/20/2020 ,5/4/2020 ,Consumer,"barbie FRC29","Toys & Children","Riding Toys","Powered Riding Toys (1330)",1330,"FISHER-PRICE BRANDS","fisher price","frc29",,,,,"wallmart",,4/5/2020 ,No,"car jumps forward after foot is removed from gas ...battery lasts only for 10 min.of using... doors do not remain closed","haiku","Hawaii",96708,"Home/Apartment/Condominium","Incident, No Injury","","Unspecified","",Yes,,,,No,No,,,"",
20200831-4459E-2147370128,8/31/2020 ,10/26/2020 ,11/10/2020 ,Consumer,"Surge 12V Camo 4X4Name of product:Surge 12V Camo 4X4Model number:8803-31","Toys & Children","Riding Toys","Powered Riding Toys (1330)",1330,"Dynacraft BSC, Inc.","DYNACRAFT","Surge 12V Camo 4X4","DA0331H05323","87876 80415",,,"WALMART","Pennsylvania",,No,"MY YOUNG DAUGHTER WAS IN HERE Surge 12V Camo 4X4 RIDING IN OUR FENCED IN YARD. THE PEDAL STUCK CAUSING HER TO GO THROUGH/UNDER THE FENCE. THIS CAUSED SEVERAL SCRATCHES BRUISES AS WELL AS BROKEN GLASSES. THANKFULLY SHE WAS WEARING HER GLASSES OTHERWISE THIS SITUATION WOULD HAVE BEEN MUCH MUCH WORSE. I AM ASKING THAT THIS BE PULLED FROM ALL STORE SHELVES THIS IS A HAZARD FOR OUR CHILDREN AND THANKFULLY WE WERE OUTSIDE DURING THIS AND NO VEHICLES WERE TRAVELING ON OUR STREET AT THIS TIME. I AM REQUESTING A FULL REFUND FOR THIS PRODUCT. I HAVE SEVERAL VIDEOS ON THIS PRODUCT STILL ACCELERATING HOURS LATER, AS WELL AS THE PHOTOS OF THE INJURIES TO BOTH MY CHILD AND MY HUSBAND. IF NEEDED I CAN SEND THEM AS WELL. ","ALLISON","Pennsylvania",15413,"Home/Apartment/Condominium","Injury - First Aid Received by Non-Medical Professional","Female","My Child","7",Yes,No,,,No,Yes,,"VIA EMAIL AWAITING A REPLY "," Dynacraft BSC, Inc. has reviewed this report, which it appreciates receiving given its concern for the safety of its products. The consumer reported that the foot pedal on her child’s 12V Camo 4x4 ride-on, model 8804-15, purchased approximately two years ago in 2018, recently became stuck.  Dynacraft’s team is in the process of investigating the reported incident and understands that the ride-on was used regularly without any problems up to the time of the incident.  Dynacraft is also working to resolve the consumer’s claim.",
20210322-286C7-2147365242,3/22/2021 ,3/30/2021 ,4/13/2021 ,Consumer,"Huffy Torex  24v  black and red 2 seaterModel 17249","Toys & Children","Riding Toys","Powered Riding Toys (1330)",1330,"Huffy Corporation","Huffy","17249","dont have on hand","not sure",10/14/2020 ,,"walmart ",,1/15/2021 ,No,"we bought the Huffy Torex 24v ride on toy on 01/15/2021 for my 5 year old birthday and yesterday 3/21/2021 My 3 year old and my 5 year old were riding it around the yard and when they drove by my house they yelled at me that it wouldnt stop it was in fact stuck in high speed they drove to towards the back of my house coming within feet of my pond before hitting a puddle and the edge of the grass and it stopped but the wheels continued to spin.. i pushed the on and off button multiple times to turn it off but it continued to go full speed. we got it out of the puddle and even with 140 lb adult in it continued to go full speed even when turned off. we guided him into our trampoline where it was held up so we could unplug the battery.. we have a big pond in which this could have been seriously bad had they of gone a few more feet. Im not ok then i get on here to find contact info to email about it and find out it was recalled for doing this exact thing and the recall was before we even bought it how is this even possible?","Wolf Creek","Oregon",97497,"Home/Apartment/Condominium","Incident, No Injury","Male","My Child","3",Yes,No,,,,Yes,,,"",
20210519-65D71-2147364033,5/19/2021 ,5/21/2021 ,6/7/2021 ,Consumer,"Torex product no 17310","Toys & Children","Riding Toys","Powered Riding Toys (1330)",1330,"Huffy Corporation","Huffy","17310",,,,"23020","Walmart",,3/31/2021 ,Yes,"Son was driving and went to stop but brakes did not work. He crashed into the porch and when he went to try to back up, reverse was also not working ","Prospect","New York",13435,"Home/Apartment/Condominium","Injury - No First Aid or Medical Attention Received","Male","My Child","9",,,,,,,,,"",
20210224-BEB21-2147365674,2/24/2021 ,3/10/2021 ,3/24/2021 ,Consumer,"Huffy Torex New 24V UTV Kids' 4x4 Side-By-Side Electric 4-wheeler Quad, it is red and black, Manufacturer Part Number 17310, Assembled Product Dimensions (L x W x H)	53.00 x 43.00 x 27.00 Inches53.00 x 43.00 x 27.00 Inches. ","Toys & Children","Riding Toys","Powered Riding Toys (1330)",1330,"Huffy Corporation","Huffy Torex","manufacturer number 17310",,"Walmart # 58678",,,"Walmart in Prosper Tx",,1/18/2020 ,No,"My son was using his huffy torex and the battery sparked and burnt his hand. Then the battery caught on fire. It also would go forward when the pedal was not being pushed. It would not stop when the pedal for the brakes was pushed as well. ","Frisco","Texas",75033,"Home/Apartment/Condominium","Injury - First Aid Received by Non-Medical Professional","","My Child","1",,,,,,,,,"",
20210309-32429-2147365438,3/9/2021 ,3/18/2021 ,4/1/2021 ,Consumer,"Barbie camper van.","Toys & Children","Riding Toys","Riding Toys, Not Specified (5005)",5005,"FISHER-PRICE BRANDS","Fisher price","FRC29-9993",,,,"2548Q1",,,,No,"Barbie car continued a fan over child's arm even though she was no longer in the car.",,,,"Home/Apartment/Condominium","Injury - First Aid Received by Non-Medical Professional","Female","My Child","5",Yes,No,,,,No,,,"",
20210409-EA159-2147364890,4/9/2021 ,4/14/2021 ,4/28/2021 ,Consumer,"Kids [REDACTED] - Explorer 2 (Two) Seater 12V Power Kids Ride-On Car Truck with R/C Parental Remote + EVA Rubber LED Wheels + Leather Seat + MP3 Music Player Bluetooth by Moderno Kids","Toys & Children","Riding Toys","Powered Riding Toys (1330)",1330,"Moderno, LLC","moderno Kids","Explorer 2 (Two) Seater 12V Power Kids Ride","N/A","N/A",,,"Amazon",,11/27/2020 ,No,"I purchased a Explorer 2 (Two) Seater 12V Power Kids Ride-On Car Truck with R/C Parental Remote + EVA Rubber LED Wheels + Leather Seat + MP3 Music Player Bluetooth by Moderno Kids. Since the [REDACTED] was put together, the remote doesn't work with the car. When the remote is in the forward position, the car will sometimes not move or it will only go for a few feet and then slow down or completely stop. The ride is very choppy.  Unfortunately, this is a safety hazardfor my 3 year old riding in the vehicle. If a car comes on the road while I am driving her in the toy [REDACTED], I am worried the [REDACTED] will not work properly to get her out of the way. I would not want her to become hurt. ","Pompano Beach","Florida",33062,"Street or Highway","Incident, No Injury","Female","My Child","3",Yes,No,,,,Yes,,,"",
20210721-ABC9F-2147361721,7/21/2021 ,7/23/2021 ,8/6/2021 ,Consumer,"Huffy torex utv 24v","Toys & Children","Riding Toys","Powered Riding Toys (1330)",1330,"Huffy Corporation","Huffy torex utv","Huffy torex utv model 17249 ","19019","028914172491",,"19019","Walmart","Iowa",5/20/2020 ,No,"Huffy torex would not stop going forward.  Child was driving huffy torex UTV model number 17249 date code 19019 JF in back yard and vehicle was going full speed would not slow down even when brake engaged. Child got a bloody lip and lump on head when huffy torex utv crashed into tree at full speed. UTV got damaged from the tree going about 10 mph when it hit.  It would just take off and would not stop. Kids hit tree and got hurt.","Cedar Rapids","Iowa",52402,"Home/Apartment/Condominium","Injury - First Aid Received by Non-Medical Professional","Unknown","My Child","8",,,,,,,,,"",
20220202-D009B-2147357733,2/2/2022 ,2/14/2022 ,3/4/2022 ,Local Government Agency,"The product involved in the fire can best be described as a lithium ion battery powered sit down scooter designed for kids 6+ that is can be ridden on the street at speeds of up to 6.5mph (according to the manufacturer).","Toys & Children","Riding Toys","Powered Riding Toys (1330)",1330,"Evenflo Company, Inc.","24V Nighthawk NexGen","Model # W502AC","Serial # W502AC-WH-21-001187","N/A",4/1/2021 ,"4/21",,,,No,"I am the Fire Marshal for a small Fire District in Granite Bay California.  On Monday January 31st at approximately 2038hrs. our agency responded to reported fire in the garage of one of the homes in our District.  Upon arrival, Fire Crews found that a battery powered sit down scooter had caught fire while plugged into an electrical receptacle in the garage.  Thankfully the home has a Residential Fire Sprinkler system that activated when the fire occurred and extinguished the fire before it spread to the home.","Granite Bay ","California",95746,"Home/Apartment/Condominium","Incident, No Injury","Unknown","Unspecified","",,,,,,,,,"Evenflo Company, Inc.: Goodbaby International (Rollplay) received the above-referenced report on February 14, 2022. Rollplay has reviewed the report and responds as follows:No information is available about the owner’s name or purchase date of the toy; therefore, we cannot verify the chain of ownership through our registration database for the subject electric ride-on toy. There is also no information available about the product’s usage, storage and possible prior damage leading up to the fire. Furthermore, no information is available regarding the condition of this garage’s electrical outlet in the home where the family charged the battery. There were potentially other factors that could have been contributors to this incident other than the toy. We are awaiting a copy of the fire marshal’s report and related photographs to aid us in our investigation. All Rollplay products are designed and tested to industry-accepted standards and is safe for use when used per the instructions. ",
20230712-3AC9B-4284587,7/12/2023 ,7/26/2023 ,8/16/2023 ,Consumer,"24v 2-seater kids ride-on car truck","Toys & Children","Riding Toys","Powered Riding Toys (1330)",1330,"Joy Whale","Joy Whale","ASIN: B09BFFY2Y2",,,,,"Amazon",,5/4/2023 ,No,"The consumer indicates that the childrens electric 24 volt car truck was sitting unplugged in her niece's garage when it spontaneously caught fire and completely melted. The garage was filled with smoke and there was significant damage to it; the garage will have to be redone.The Fire and Police Departments were called, as well as an insurance adjuster, and reports were filed.The consumer contacted the Manufacturer and explained the situation; the representative she spoke to refunded her the cost of the product.The consumer states that, prior to the incident, the unit was used four to six times per week for between thirty to sixty minutes.The consumer's niece plans on keeping the ride-in car truck for at least the next thirty days in case an investigation ensues.","Croton On Hudson","New York",10520,"Home/Apartment/Condominium","Incident, No Injury","Unknown","Unspecified","",Yes,No,,,No,Yes,,,"",
20230420-70F59-2147347995,4/20/2023 ,4/28/2023 ,5/12/2023 ,Consumer,"coolster challenger blue see pictures THIS HAS BEEN SITTING FOR SOMETIME, WE OCCASIONALLY GOT IT RUNNING AND THEN THE CHAIN OR BRAKES WOULD POP AND WE WERE BACK AT IT, WE HAVE IT LISTED FOR PARTS BUT THANKFULLY SOMEONE NOTICED AND SAID THERE WAS A RECALL ON THESE BRANDS SO NOW KNOWING THIS AND THE ISSUES SURROUNDING AND MY CHILD BE SHUCKED OFF WE NOW KNOW THERE WAS A REASON IT WASNT JUST A ONE OFF ISSUE(SORRY CAPS STUCK ON LAP TOP)","Toys & Children","Riding Toys","Powered Riding Toys (1330)",1330,"E COOLSTER DBA MAXTRADE LLC","coolster","challenger ","VIN   [REDACTED]",,,"UNSURE SEE UPLOAD ","rj romano (see original email  upload as proof)",,12/21/2018 ,Yes,"QUAD is unbalanced , spring shot off requiring us to replace it on our childs quad  2 months into ownership, the chain link keeps snapping and gets caught and it cause child to be shucked off. he had gear and helmet so thankfully only bruises..this happend a while ago i have to add  also   Brakes would  not work efficiently  would grind .. Repairing all these to try to make it safe (all guided by [REDACTED]) was useless and  now we we were trying to sell....I was unaware there was even an area to report recalls or there was one on this quad...I was informed by a person who inquired about the sale and asked if I knew of any recalls and I found this which after seeeing the issues checked all the boxes and waved all the red flags.","BEACON","New York",12508,"Home/Apartment/Condominium","Injury - First Aid Received by Non-Medical Professional","Male","My Child","8",,,,,,,,,"",
20240823-06CA6-2147336988,8/23/2024 ,8/28/2024 ,9/19/2024 ,Consumer,"Best Choice Products 12V Kids Ride on Truck Car w/ parent remote control, spring suspension, LED Lights - purple, purchased at Walmart.com. 26 tall, 39.2 long, 26 wide. It is a remote jeep for children to ride in and parents to drive.","Toys & Children","Riding Toys","Powered Riding Toys (1330)",1330,"Best Choice Products","Best Choice Products","cannot find",,,,,"walmart",,6/11/2024 ,No,"We obtained a motorized jeep with remote control. We had some concern that it could flip, so elected to have our children wear a helmet while riding. Our daughter was riding in the jeep while my husband was driving it via remote on our relatively flat driveway (there is a very slight incline). He was reversing the vehicle, stopped reversing to go forward. In doing this, the truck completed flipped backwards onto our child. Again, this was a very slight incline, we have a relatively flat driveway, so the momentum to flip came from the fact that the truck is heaviest in the back and the change in directions. Thankfully our daughter was not injured physical, just scared, likely due to our decision to have her wear a helmet while riding the truck.","Chattanooga","Tennessee",37405,"Home/Apartment/Condominium","No Incident, No Injury","Female","My Child","2",No,No,,,,No,,,"Best Choice Products: Best Choice Products takes customer complaints and product safety seriously.  The toy identified in this complaint has been tested and evaluated by an independent 3rd party CPSC approved testing laboratory and is certified to comply with all applicable ASTM F963 and US CPSIA safety regulations.  BCP is investigating the complaint given the facts we have been provided. ",
20240827-CFD2B-2147336894,8/27/2024 ,9/10/2024 ,9/24/2024 ,Consumer,"Polaris Ranger RZR 900 pink","Toys & Children","Riding Toys","Powered Riding Toys (1330)",1330,"PEG PEREGO,U.S.A.,INC.","Peg perego",,,,,,"Walmart",,,No,"My children were riding their Polaris Ranger RZR 900 for only a few minutes when I noticed smoking, I got them off the vehicle and noticed the smoking continued. I quickly disconnected the battery and monitored it for a short time. I didn't see any smoke after the battery was disconnected but there was still a hot electrical burning smell for a while after.","Granville","New York",12832,"Home/Apartment/Condominium","Incident, No Injury","","My Child","5",Yes,No,,,,Yes,,,"",
20240105-3B990-2147343005,1/5/2024 ,1/10/2024 ,1/26/2024 ,Consumer,"Toyota FJ40 24V Kids Ride on Car,Wisairt 2 Seater Battery Powered Electric Vehicle w/ Remote Control,[REDACTED],LED Lights(Black)","Toys & Children","Riding Toys","Powered Riding Toys (1330)",1330,"Zhongshan Chuangxi Electronic Technology Co., Ltd","Infans","Toyota FJ40 RC",,,,,"walmart.com",,12/1/2023 ,No,"My daughter was riding the car and a fire starts under the car. Thanks God I was beside her so I had chance to react, take her out and stop the fire with a bottle of water I had with me.","anaheim hills","California",92807,"Other Public Property/Office","Incident, No Injury","","My Child","5",,,,,,,,,"",
20240216-8FECD-4617541,2/16/2024 ,3/15/2024 ,3/29/2024 ,Consumer,"Bumper car","Toys & Children","Riding Toys","Riding Toys, Not Specified (5005)",5005,"Flybar, Inc.","Flybar","Item#FB101886",,,,,"Sam's Club",,11/20/2023 ,Yes,"Model*FB101886Color: Blk no serial # on item.  Shipped from China to US. Caller stated that the fly bar 12 volt bumper car xl while her children was playing with it, started to emanate smoke and there was a burning odor.  She stated that after they had let it cool off and try to operate it again the same incident occurred.  Caller stated that after a few attempts the car stopped working.  Caller stated that they followed the instructions of charging the battery.  No more than 8hrs + max weight i175(12/30/23) Caller stated that she contacted the company and they finally reached out on (2/9/24) requesting pictures and a copy of the receipt.  Flybar unresponsive.Item# 990300409 (purchased from Sama Club)PO# [REDACTED]mfg#3631Caller feels that this product is a fire hazard and should be reported.","Mayflower","Arkansas",72106,"Home/Apartment/Condominium","Incident, No Injury","","My Child","7",Yes,No,,,No,Yes,,"12/30/23,1/29/24,2/9/24,2/12/24 Telephone # for them states to leav message. Sent email w/ contact info + receipt for sales@flybar.com. no response.","Flybar, Inc.: We are investigating this incident with both product factory as well as  battery supplier. This is the first of this type of incident reported for this product.  ",
20241210-7DED9-5047567,12/10/2024 ,1/24/2025 ,2/7/2025 ,Consumer,"12-volt one seater all terrain battery-powered ride-on car for kids ","Toys & Children","Riding Toys","Powered Riding Toys (1330)",1330,"SHENZHEN SAILVAN NETWORK TECHNOLOGY CO., LTD.","Homdox","Unknown",,,,,"wayfair.com",,8/12/2024 ,No,"(12/08/2024) The consumer stated that the car caught on fire. Her three-year-old grandson was riding the car when he told his mother that there was a light under the car. When she looked under the car, she could see a spark. She quickly took the car outside and threw it in the grass. The consumer had to call the fire department because the fire was so hugh. The car was completely destroyed. The consumer stated that she has two more of the same ride-on cars that she is afraid for the children to use.  ","Kansas City","Missouri",64133,"Home/Apartment/Condominium","Incident, No Injury","Male","Other Relative","3",No,No,,,No,Yes,,"However, the consumer was not able to speak with a live person. The burn up parts that's left and 2 other cars, I bought 3 of them","",
20241230-6C26E-2147334268,12/30/2024 ,1/3/2025 ,1/23/2025 ,Consumer,"24V 4X200W Ride on UTV w/Remote Control, 20 Spacious 2 Seater Blue","Toys & Children","Riding Toys","Powered Riding Toys (1330)",1330,"JOYRACER US","Joyracer",,"JYRA1003",,,,"Wayfair [REDACTED] ",,9/15/2024 ,No,"This battery-operated UTV does not stop when the child lets off the pedal. The child was unable to bring the UTV to a stop and inadvertently ran over his cousin. Thankfully, no injuries occurred. I have contacted the company and they have not responded. The lack of the UTV stopping is a reproducible event and a video was sent to the company. They have made no attempts to correct the concern.","Danielsville","Georgia",30633,"Home/Apartment/Condominium","Incident, No Injury","","Other Relative","5",Yes,No,,,,Yes,,,"",
20220519-C06A6-2147356115,5/19/2022 ,5/23/2022 ,6/7/2022 ,Consumer,"Audi Q5 Two Seat 24 Volt Remote Control Ride On SUV With Leather Seat and Rubber TiresBlack -","Toys & Children","Riding Toys","Powered Riding Toys (1330)",1330,"Car Tots LLC","Car tots","Audi Q5 ",,,,,"https://www.cartots.com/products/audi-q5-two-seat-",,6/10/2021 ,Yes,"Car tots kid size car started sparking and smoking","Richmond","Texas",77406,"Home/Apartment/Condominium","Incident, No Injury","Unknown","My Child","2",,,,,,,,,"",
20250328-3E245-2147332251,3/28/2025 ,4/2/2025 ,4/16/2025 ,Consumer,"24V 2 Seater Ride on Car Truck, 4x200W, EVA Tires, 4WD/2WD, Remote Control, Rainbow Lights, Shock Absorbers, [REDACTED], Ride On UTV Toy for Kids Ages 3-8, Blue","Toys & Children","Riding Toys","Powered Riding Toys (1330)",1330,"ARBELI","Arbeli","4x200w","Na","Na",12/4/2024 ,"Na","Amazon ",,12/4/2024 ,No,"We bought a 24v ride on vehicle that functions much like a regular vehicle. My toddler was driving the vehicle and it became uncomfortable due to the foot power button sticking in the on position. The vehicle crashed violently, and would not stop operation until the main power switch was turned off. The product has not been used very long, was recently purchased and is extremely dangerous if we were using it out near the street. Further inspection of the failed part showed no physical damage to the part and appears to be poorly designed.","Layton","Utah",84040,"Home/Apartment/Condominium","Incident, No Injury","Female","My Child","5",,,,,,,,,"",
20250314-718BA-2147332562,3/14/2025 ,3/20/2025 ,4/3/2025 ,Consumer,"JOYRACER 24V Ride on Dump Truck, 2 Seater Kids UTV Electric Car w/2.4G Remote Control, 4 Wheelers, Bluetooth Music, LED Light, 24 Volt Battery Powered Ride on Toys for Big Kids Girls 3-8, Black","Toys & Children","Riding Toys","Powered Riding Toys (1330)",1330,"JOYRACER US","Joyracer",,,,,,"Amazon",,11/27/2024 ,No,"The gas pedal sticks down and drives forward (or backward if in reverse) on its own. It ran over my 2 year old grand daughter pinning her between the [REDACTED] and the retaining wall. And it just kept driving and smashing into her until we ran and pulled it off.","Elgin","South Carolina",29045,"Unspecified","Injury - First Aid Received by Non-Medical Professional","Female","Other Relative","2",Yes,No,,,,Yes,,,"",
20250412-9C562-2147331967,4/12/2025 ,4/21/2025 ,5/5/2025 ,Consumer,"Funcid 24V Ride on Toys 4WD Ride on Cars with Remote Control, 2 XL Seater Electric Car for Kids, Power Car Wheels, UTV w/ 4*200W Motor, Bluetooth, Music, Lights, 3 Speeds, Red","Toys & Children","Riding Toys","Powered Riding Toys (1330)",1330,"Pluto Limited","Funcid ","BBH-027",,"Unsure ",,,"Walmart.com",,4/3/2025 ,No,"-injury to my child -Funcid 24V ride on power wheels type product -4 year old driving, 2 year old passenger -gas pedal stuck causing my child to drive over 8 ft rock retaining wall over cement driveway-gas pedal continues to stick drives with no ability to stop","Wales","Wisconsin",53183,"Home/Apartment/Condominium","Injury - First Aid Received by Non-Medical Professional","Male","My Child","2",,,,,,,,,"",
20170608-586BA-1669616,6/8/2017 ,7/11/2017 ,7/25/2017 ,Consumer,"Sit and Spin","Toys & Children","Riding Toys","Nonwheeled Riding Toys, Unpowered (1327)",1327,"HASBRO INC.","Playskool","not available","not available ",,,,"relative","California",10/15/2016 ,Yes,"This caller is reporting a Sit and Spin purchased around June 20 2016 from her nephew.The model# unknown (caller isn't where the product is located at this time) _ 18 mos+.May 2nd 2017 the caller's daughter who is 2 1/2 was climbing on to it when it spun from under her causing her to fall and twist her leg.Her mother (the caller) took her to Kaiser South where she was diagnosed as having a spiral fracture of the right leg calf (the fracture wraps around her leg).She contacted the manufacturer who advised her that she would receive a prepaid shipping kit, toys for the baby and 24.99 to reimburse the caller ","Elk Grove","California",95624,"Home/Apartment/Condominium","Injury - Seen by Medical Professional","Female","My Child","2",Yes,No,,,No,Yes,,," Product safety is a top priority at Hasbro; thank you for your feedback and contacting Hasbro directly. Should you have any further questions please contact our trained professionals at 800 255 5516 or going to http://hasbro.custhelp.com",
20210224-AB213-2147365675,2/24/2021 ,4/7/2021 ,4/21/2021 ,Consumer,"Littles Tikes Princess carriage blue ","Toys & Children","Riding Toys","Wheeled Riding Toys, Unpowered (1398)",1398,"Little Tikes Company","Little Tikes ","Princess horse & carriage frosty blue",,,,,"Amazon",,1/20/2021 ,Yes,"I received a brand new Little Tikes princess carriage for my daughters birthday and the door does not close and my 2 year old can easily fall out. I emailed the company several days ago with no response. ","Midlothian","Virginia",23112,"Home/Apartment/Condominium","Incident, No Injury","Female","My Child","2",Yes,No,,,,Yes,,"It is new out of the box"," Consumer contacted Little Tikes and child is fine.  We exchanged the product and the consumer appeared satisfied.  This product has been in production for 4 years and meets/exceeds industry safety standards.",
20110717-5C326-2147477118,7/18/2011 ,,8/8/2011 ,Consumer,"Okiedog - FropperAge: 	2 Years,3 - 4 YearsAge End: 	+Age Start: 	0Model No.: 	OD5111Shipping Weight (in pounds): 	6.9Product in Inches (L x W x H): 	22.0 x 14.0 x 20.25Assembled in Country of Origin: 	USA and/or ImportedOrigin of Components: 	USA and/or ImportedWalmart No.: 	260064444","Toys & Children","Riding Toys","Wheeled Riding Toys, Unpowered (1398)",1398,"OKIEDOG LIMITED","Fropper","OD5111",,,,,,,8/2/2010 ,Yes,"Our son was riding his fropper outside and the front wheels turned sideways and didn't correct themselves and the fropper stopped moving and he fell over the front of it, shipping a tooth and tearing the flap to his upper gums.  Since then, we have noticed this happening in our house (mostly on the carpet which it may say it shouldn't be used on carpeting).  ","Wheaton","Maryland",20902,"Home/Apartment/Condominium","Injury - Emergency Department Treatment Received","Male","My Child","1",Yes,No,,,No,No,No,"When the incident happened in Feb., we thought it was just a simple accident.  It wasn't until recently that we've noticed it happening often but it's usually only on the carpet.  The first ER incident (in Feb) happened while riding it on pavement.","",
20140109-BBDF2-2147448320,1/9/2014 ,1/17/2014 ,2/4/2014 ,Consumer,"spring rocking horse made of molded plastic with metal frame. ","Toys & Children","Riding Toys","Nonwheeled Riding Toys, Unpowered (1327)",1327,"Global Products International, Ltd","Wonder Horse","Pinky the Wonder Horse",,,,,"Meijer ",,12/19/2013 ,No,"Pinky Wonder horse has springs that are so tight the stand does not touch the floor on the for stand pads.  The stand touches in the center where it is assembled creating a tippy stand that affects the safe operation of the horse.  Multiple complaints for this condition are found on Amazon.  Requests for help from the mfr to eliminate the tippy condition have gone without response.  The horse is designed for small children.  The tippy nature of the stand make this product risky to use.   Consumers are cannot see the problem with the horse assembly until it is completed.  The instructions do not match the actual components.  ","NEWAYGO","Michigan",49337,"Home/Apartment/Condominium","Incident, No Injury","Female","Other Relative","1",Yes,Yes,,No,No,Yes,,"sent email to the contact personnel: [REDACTED], President [REDACTED]  [REDACTED], Sales Manager [REDACTED] on Dec. 20, 2013.  Also contacted the store where the horse was purchased. Neither responded.  ","",
20120315-FB369-2147469245,3/15/2012 ,3/23/2012 ,4/6/2012 ,Consumer," The toy is put out by Bell Bounce, Sport and Hebstrom co , it is Wonder Spring Horse  model number A1910.  It has a defective spring attachment .","Toys & Children","Riding Toys","Nonwheeled Riding Toys, Unpowered (1327)",1327,"Ball, Bounce and Sport, Inc.","Ball, Bounce & Sport / Hedstrom","Wonder Spring Horses BBS564000, Model: A1910",,,,,"Bi Mart",,12/1/2011 ,No," We bought a Rocking Horse in 2011 a  Wonder Spring Horses BBS564000  put out by Hobstrom . The Rocking Horse has a spring that connects  to the frame and the horse. The item that holds the spring is a plastic connection . This has broken and seems to be a consistent problem with this product. The company seems to have gone out of business in 2004 ,but we bought ours in 2011 so the item is still being sold .","Clarkston ","Washington",99403,"Home/Apartment/Condominium","Incident, No Injury","Female","Other Relative","2",Yes,No,,,No,Yes,," e-mailed the company for replacment part and was turned down .","Ball, Bounce and Sport, Inc.: We received the following e-mail message from [REDACTED] on March 14, 2012:[REDACTED]Date: Tue, 13 Mar 2012 22:22:23 +0000Subject: rocking houseDear  Hedstrom We bought a Bell Bounce and sport rocking house model number A1910. In the last week it has broken the spring holder connected to the frame. It appears  this is a common problem we did not know about . Our granddaughter is in love with her house and is brocken  hearted it  can no longer be ride.  We want to repair it how can we get the part that has broken .  If you can replace it  that would be wonderful  our address is [REDACTED].                                                                              yours [REDACTED] Ball, Bounce and Sport, Inc.: We took care of this customer's request within 2 days of realizing the spring horse was manufactured by our company. ",
20111207-C7025-2147472588,12/7/2011 ,12/14/2011 ,12/29/2011 ,Consumer,"Radio Flyer Scoot and Zoom model #711","Toys & Children","Riding Toys","Wheeled Riding Toys, Unpowered (1398)",1398,"Radio Flyer INC.","Radio Flyer School and Zoom","711",,,,,"Walmart","Georgia",12/11/2010 ,No,"My daugther was riding the scoot and zoom and fell foward. She was wearing a helmet, but that didn't prevent an injury. She landed face first on the patio and had a bloody mouth from where she did a face plant. ",,,,"Home/Apartment/Condominium","Injury - First Aid Received by Non-Medical Professional","Female","My Child","2",No,No,,,No,Yes,,"Participating in the recall. Waiting on our new product. "," Radio Flyer takes product safety issues very seriously. We investigate each CPSC database incident report. We encourage our customers to provide additional information about incidents to our Customer Service, by calling 800-621-7613, or visiting our website at www.radioflyer.com.",
