Disclaimer: CPSC does not guarantee the accuracy, completeness, or adequacy of the contents of the Publicly Available Consumer Product Safety Information Database on SaferProducts.gov, particularly with respect to information submitted by people outside of CPSC.
Report No.,Report Date,Sent to Manufacturer / Importer / Private Labeler,Publication Date,Category of Submitter,Product Description,Product Category,Product Sub Category,Product Type,Product Code,Manufacturer / Importer / Private Labeler Name,Brand,Model Name or Number,Serial Number,UPC,Date Manufactured,Manufacturer Date Code,Retailer,Retailer State,Purchase Date,Purchase Date Is Estimate,Incident Description,City,State,ZIP,Location,(Primary) Victim Severity,(Primary) Victim's Sex,My Relation To The (Primary) Victim,(Primary) Victim's Age (years),Submitter Has Product,Product Was Damaged Before Incident,Damage Description,Damage Repaired,Product Was Modified Before Incident,Have You Contacted The Manufacturer,If Not Do You Plan To,Answer Explanation,Company Comments,Associated Report Numbers
20190529-B7692-1876776,5/29/2019 ,7/25/2019 ,8/8/2019 ,Consumer,"Play day Bullseye Dart TossCaller and mother have called Walmart to try to report the incident.  Caller tried to find a way to contact the manufacturer.  Caller and mother tried to review product on Walmart's website.  Walmart has not published our review as of June 8, 2019.","Toys & Children","Toys","Water Toys (1365)",1365,"Walmart Stores Inc.","Playday ","89545 ","026753895458",,,,"Walmart","Texas",5/23/2019 ,No,"Submitter says that the product turn upside down in the pool. One of the kids in the pool got her hair stuck in the Velcro part of the product and almost drowned during the incident. Was able to put head to the side and call out for help. Caller is concerned that a younger child may not be able to call out for help in a similar situation.Caller believes this product is a drowning hazard.","Prosper","Texas",75078,"Unspecified","Incident, No Injury","Female","My Friend / Neighbor / Co-worker","8",No,No,,,No,No,No,"No, we threw the product away immediately following the incident.  Caller does not have the product.","",20190529-F4029-2147380704
20200728-37002-2147370815,7/28/2020 ,8/7/2020 ,8/28/2020 ,Consumer,"LOL Suprise doll winter chalet doll houseLOL Surprise Winter Disco Chalet 562207E7C","Toys & Children","Toys","Doll Houses and Other Play Scenes (5018)",5018,"MGA Entertainment Inc","LOL Suprise Dolls","562207E7C",,,,,"Target",,12/19/2019 ,Yes,"Hello,I'm writing this to inform you of potential dangers the LOL Winter Chalet causes to children, specifically the foam snowballs that are included with the product. I just had to have TWO snowballs removed from my child's ear canals, one in each ear. Luckily she was able to tolerate the procedure and did have to be sedated. Per the doctor it is highly likely that these balls ended up in her ears due to static electricity of some other non-intentional matter. I am a very upset consumer as this product put my child's health and safety at risk and now I have medical bills as a result.","Peoria","Arizona",85383,"Home/Apartment/Condominium","Injury - Seen by Medical Professional","Female","My Child","6",Yes,No,,,No,Yes,,"Still have the doll house, but threw away snowballs. tried submitting a complaint to the company but unsure if the complaint was received.","",
20200722-70B92-2147370934,7/22/2020 ,8/6/2020 ,8/20/2020 ,Consumer,"Dart Blaster Purchased at Five Below storeDistributed by Whatkidswant inc.UPC 687554326628Green, white and purple toy gun with the Buzz light year character from the cartoon Toy Story. Comes with 4 or 5 foam projectiles (nerf gun style).","Toys & Children","Toys","Toy Guns With Projectiles (1399)",1399,"What Kids Want! Inc.","Dart Blaster",,"32565","687554326628",,,"Five Below","Texas",7/21/2020 ,No,"My 5-year-old son was given a buzz light year dart Gun bought at the FiveBelow store located at the shopping center by [REDACTED] in Fort Worth Texas yesterday (7/21/2020). When we got home and he opened the toy, he loaded the spring and pushed the trigger without a dart in the canon, unfortunately, my older son was next to him and the canon was aiming at his face. While this usually is not concerning as no dart or projectile was shot out of the canon, my son claimed he felt something hitting his face immediately, my first reaction was to tell him it could it be just air, but he kept claiming that it felt like something like liquid came out of it and it felt like burning. I immediately took the toy away, load the spring and shot it without a dart to the palm of my hand, I was not able to feel anything but the air hitting my hand but a few seconds later I notice a small dot of blood coming out of one of my fingers, carefully, I was able to pull a small piece of plastic out of my skin. I believe that if my son were not wearing his glasses, he could get some of this debris in his eyes and hurt him. I have pictures of the product and the results of this malfunction. Please let me know how I can send them to you.Thank you.[REDACTED]","Benbrook","Texas",76126,"Home/Apartment/Condominium","Injury - No First Aid or Medical Attention Received","Male","My Child","8",Yes,,,,,,,"We have just open the product and have not take it back to the store. "," All What Kids Want products are manufactured and thoroughly tested in full compliance with CPSC and ASTM Safety Standards. The company has not received a single complaint (this incident is the first and only complaint) on this product nor any fact pattern involving its use similar to the incident in the complaint. It fully stands behind its products and quality, safety and customer satisfaction are of the utmost importance. ",
20200726-5B4F0-2147370856,7/26/2020 ,8/6/2020 ,8/20/2020 ,Consumer,"Glow'N Fun Glow Bracelet Party Pack; 8 in; included 1 pc safety string, 30 pcs plastic beads, 3 pcs 8 '' glow bracelets","Toys & Children","Toys","Toys, Not Elsewhere Classified (1381)",1381,"Ningbo Merryart Glow Tech Co, Ltd","Glow'N Fun",,,,,,,,,No,"My daughter and I were making bracelets with the Glow'N Fun Glow Bracelet Party Pack.  I was bending the  bracelet as instructed to activate the chemicals to make it glow in the dark.  When I bent the stick, the stick broke, and the chemicals squirted into my left eye.  Immediate burning ensued, and I immediately went to the bathroom to flush my eye.  I did so for about 20 minutes.  The burning continued for several hours.",,,,"Home/Apartment/Condominium","Injury - First Aid Received by Non-Medical Professional","Unknown","Self","",Yes,No,,,No,No,No,,"",
20200910-7300E-2147369885,9/10/2020 ,9/18/2020 ,10/2/2020 ,Health Care Professional,"Small magnetic ball set","Toys & Children","Toys","Building Sets (1345)",1345,"Shenzhen Seenwater Technology Co., Ltd","Neutronball","ASIN B07ZQRBKH7",,,,,,,,No,"Patient is a 9 YOM who was playing with magnets. He placed two magnets on his lip as a pretend lip piercing and then swallowed them. He required visit to ED, emergent endoscopy procedure in an effort to retrieve the magnets, and hospital admission as the magnets could not be retrieved. Patient required serial x-ray images along with medications to aid with magnet progression through the intestine.","Colorado Springs",,80908,"Home/Apartment/Condominium","Injury - Hospital Admission","Male","Unspecified","9",No,No,,,No,No,No,,"",
20200919-724C4-2147369705,9/19/2020 ,10/5/2020 ,11/10/2020 ,Consumer,"Aldi Bee Happy Pop-up play houseModel Space shipUPC 4099100059168","Toys & Children","Toys","Children's Play Tents, Play Tunnels or Other Enclosures (1322)",1322,"ALDI, Inc.","Bee Happy","Space ship",,"4099100059168",,,"ALDI","Pennsylvania",9/12/2020 ,No,"Aldi is selling children's tent, Bee happy pop-up play house. The sticks that hold up the tents from the inside are made of fiberglass type material. They broke very easily while my 3 yr old was in the tent. I touched it and got small slivers stuck in my fingers. These were almost as small as dust. Luckily my children didn't touch it but I did see small pieces on my 3 yr olds clothes. It was like glitter. ","Reading","Pennsylvania",19606,"Home/Apartment/Condominium","Injury - No First Aid or Medical Attention Received","Female","Self","38",Yes,No,,,No,No,Yes,,"",
20201003-1B21F-2147369423,10/3/2020 ,11/4/2020 ,11/19/2020 ,Consumer,"Vtech Zoo Jamz Stompin Fun Drums","Toys & Children","Toys","Toy Musical Instruments (1344)",1344,"VTech Electronics NA, LLC","Vtech ","196700?",,,,,,,,No,"My 2-year-old has been playing with his drum set a lot.  The rubber tip of one of the drumsticks broke off.  I believe that one got thrown away.   Now the same thing happened to the 2nd stick.   The rubber piece has broken off  and is an absolute choking hazard.","SAINT MICHAEL","Minnesota",55376,"Home/Apartment/Condominium","No Incident, No Injury","","My Child","2",Yes,No,,,,Yes,,," This product is thoroughly tested for safety and meets the ASTM F963 voluntary standard which exceeds any CPSIA requirements. However, in the interest of continuously enhancing the safety of our products we are evaluating the design of the tip of the drum stick and possible improvements to reduce any chance of normal wear and tear causing any parts to break off.",
20201005-30AC1-2147369402,10/5/2020 ,10/23/2020 ,11/10/2020 ,Consumer,"Halloween Headband with devil horns and long black ringlet curls","Toys & Children","Toys","Costumes or Masks (1342)",1342,"Walgreen Co.",,,,,,,"Walgreens",,,No,"My daughter put her finger inside one of the ringlet coils of a Halloween headband being sold at Walgreens. Her finger got trapped and she could not pull it out, causing constriction and blood loss to the finger. I had to cut the wig to release her finger.","HIGHLAND PARK","Illinois",60035,"Other Public Property/Office","Incident, No Injury","","My Child","12",,,,,,,,,"",
20201008-8181D-2147369348,10/8/2020 ,10/21/2020 ,11/10/2020 ,Health Care Professional,"MarvelBeads Water Beads from Amazon. ","Toys & Children","Toys","Toys, Not Elsewhere Classified (1381)",1381,"ELEMENTS TRADING INC. ","MarvelBeads ","MB12-250",,,,,,,,No,"An 18-month-old male patient was brought to the ER in Covenant Children’s Hospital, Lubbock, Texas on 09/30 because he ingested some Marvel beads while playing. It was reported that patient was vomiting with expanded beads in the emesis, turning blue at home and had trouble breathing. X-ray revealed left lung total collapse mediastinal shift to left. Left bronchus were blocked due to aspiration. Patient had to undergo bronchoscopy to remove all beads. ","Lubbock","Texas",,"Home/Apartment/Condominium","Injury - Emergency Department Treatment Received","Male","Unspecified","1",,No,,,,No,,"It is not just MarvelBeads Water beads, but all water beads may cause harm to children. ","",
20201204-1F619-2147367679,12/4/2020 ,12/14/2020 ,12/30/2020 ,Health Care Professional,"Light in the Box4mm neomydium magnet","Toys & Children","Toys","Building Sets (1345)",1345,"Light In The Box Ltd","Light in the Box",,,,,,,,,No,"12 YOM presented to ED with bilious emesis and abdominal pain. Reported swallowing  magnets (Light in the Box- 4mm cube nyomidium magnets).  EGD with 9 magnets stuck together in a block unable to remove.  Had an ex lap and part of the small bowel was adhering to the stomach magnets. these were detached and the endoscopist was able to remove the 9 magnets in the stomach.  The last magnet was left in the jejunum to pass on it's own.  The patient admitted that he had swallowed the 10th magnet a couple of days earlier.  Unfortunately the 10th magnet failed to progress and as it was questioned whether he might have swallowed an 11th magnet,  he had an enterotomy for removal of the magnet.  he was discharged the next day.",,,,"Home/Apartment/Condominium","Injury - Hospital Admission","Male","Unspecified","12",,,,,,,,,"",
20201204-B435A-2147367676,12/4/2020 ,12/28/2020 ,1/12/2021 ,Consumer,"The Shepherd's Treasurehttps://www.theshepherdstreasure.com/collections/best-sellers/products/individual-shepherd-boy-staff Doll - 12 inches TallPose-able arms and legs with staff.","Toys & Children","Toys","Dolls, Plush Toys, and Action Figures (1394)",1394,"PARKER SQUARED DBA SLEEPING BABY","The Shepherd's Treasure",,,,,,"The Shepherd's Treasure",,11/16/2020 ,Yes,"We purchased the Shepherd's Treasure Shepherd Boy & Staff from https://www.theshepherdstreasure.com/ (Sleeping Baby Inc). The toy comes with a doll with bendable leg and a staff. The concept is similar to Elf on the Shelf with Christian themes. My daughter took it to daycare where the thin brown wrapping around the staff came loose to reveal the staff is just a metal rod. The bottom of the staff is unbelievably sharp and jagged. Nobody was injured, but it scratched my arm just by rubbing it across my skin to text it. It could easily pierce someone or go through their eye.","Cumming","Georgia",30028,"School","No Incident, No Injury","Female","My Child","2",Yes,Yes,,,,Yes,,"The thin cloth wrapping around the staff became loose. ","",
20201102-3923E-2147368353,11/2/2020 ,11/10/2020 ,11/25/2020 ,Consumer,"Space Ship By Bee HappyModel Batch SC-1911204099100049168Pop-up playhouse Space ship With 2 viewing windowsAges 3+ made by Bee Happy manufactured in China distributed by Aldi","Toys & Children","Toys","Children's Play Tents, Play Tunnels or Other Enclosures (1322)",1322,"ALDI, Inc.","Space ship by Bee Happy","Batch SC-191120","58748","4099100049168",11/1/2019 ,,"Aldi",,10/29/2020 ,No,"Purchased a child’s pop up tent from Aldi this week for a birthday gift.  One of the fiberglass rods that supports the nylon cover broke and splintered.  It seems to have caused fiberglass to be all over the inside of the tent and subsequently getting on the skin of the kids who payed with it as well as the adults who came in contact with it.  The fiberglass is causing skin irritations and pain.  ",,,,"Home/Apartment/Condominium","Injury - First Aid Received by Non-Medical Professional","","My Child","4",,,,,,,,,"",
20201112-FEB9E-2147368163,11/12/2020 ,12/9/2020 ,12/23/2020 ,Consumer,"It's Party Time Happy Birthday balloons, 15 count, 12 inch diameter, helium quality latex, multi-color and have happy birthday printed in white lettersModel Item # 840423","Toys & Children","Toys","Balloons (Toy) (1347)",1347,"Walgreen Co.","It's Party Time","Item # 840423","ICN NO. 20202","049022957398",,,"Walgreens",,11/7/2020 ,No,"I bought a pack of It's Party Time balloons at Walgreen's .  My son needed balloons for a school project.  The balloons have an extremely toxic smell to them. When I blew one up, the taste just consumed my mouth and tongue and tingled. The after effect lasted for hours.  My stomach felt awful too.  It was beyond just ewww, balloons taste terrible.  It was fully toxic and I believe poisonous to anyone who uses them.  I was not injured, but I believe poisoned.  I attempted to call their toll free number but the wait was too long.  They are the It's Party Time Happy Birthday ballons, 15 count, Item # 840423, ICN #20202, UPC 049022957398.","Brentwood","California",94513,"Home/Apartment/Condominium","Incident, No Injury","Female","Self","48",Yes,No,,,,No,,,"",
20210321-6729C-2147365253,3/21/2021 ,3/29/2021 ,4/12/2021 ,Consumer,"Kid o myland horse toy - little person that sits atop a horse that makes trotting or galloping noises when the rider is mounted. Turquoise, pink and white. Hard plastic. ","Toys & Children","Toys","Dolls, Plush Toys, and Action Figures (1394)",1394,"Kid O Products","Kid o","Don’t know","Don’t see one","Don’t jnow",,"Don’t know",,,,No,"My 1 1/2 year old son was playing with the Kid O myland horse toy and within a blink of the eye, the rider came apart into 5 very small pieces. I don’t know how it even came apart, as I didn’t even know that was possible. He was just playing on carpet - it’s not as though the rider was hit against something; it just happened as he was manipulating it in his hands. I would think, based on size, any of the little pieces could be a choking hazard (two pink pieces, one white piece, one turquoise piece and one little metal/black piece all fell to the floor in front of him as it fell apart).","Edina","Minnesota",55424,"Home/Apartment/Condominium","Incident, No Injury","Male","My Child","1",,,,,,,,,"",
20210403-EB0C2-2147365006,4/3/2021 ,4/9/2021 ,4/30/2021 ,Consumer,"Picasso Tiles, multiple colors, multiple shapes. It’s a [REDACTED] knock off I believe. We ordered it off Amazon. ","Toys & Children","Toys","Building Sets (1345)",1345,"LALTITUDE LLC","Picasso Tiles ","Unknown ","Unknown","Unknown",12/24/2020 ,"Unknown ","Amazon, Picasso Tiles",,12/24/2020 ,Yes,"We have Picasso Tiles and they have broken apart and the small magnets have fallen out! It happened on two of our tiles and it is extremely unsafe. If a child ingests the magnets it could be deadly. ","Clayton","Missouri",63105,"Home/Apartment/Condominium","No Incident, No Injury","Male","My Child","1",Yes,No,,,,Yes,,"It was fine when we first got it but then my toddler son has somehow fractured two of these tiles so far, with the small magnets then falling out! I am now throwing them all away but I think this product is unsafe for small kids. "," Based on the image provided the tile appears to have been stepped on or tossed about. This caused some fracture to the tile, and this is typically due to a user's mishandling. ",
20201231-86F1D-2147366999,1/10/2021 ,2/18/2021 ,3/4/2021 ,Consumer,"LOOIKOOS Toddler Musical Instruments Natural Wooden Percussion Instruments Toy for Kids Preschool Educational, Musical Toys Set for Boys and Girls with Storage Bag purchased on Amazon.  The specific defective instrument is a small handheld wooden Bolang Gu (according to [REDACTED]), with two wooden balls attached to the main piece via a tack and a small yellow string.  Our 14 month old twin girls somehow easily detached the thumb tack and nearly put it in their mouths.","Toys & Children","Toys","Toy Musical Instruments (1344)",1344,"Linyi Hongpai Logistics Co., Ltd.","LOOIKOOS","LOOIKOOS Toddler Musical Instruments Natural Woode","B08HSZYDFT",,,,"Amazon.com",,12/5/2020 ,Yes,"Our 1 year olds received the following musical instrument set for Christmas.  Within a day,  one item, apparently called a Bolang Gu broke apart and left a very sharp thumb tack like item detached from the instrument.  Our twins easily could have put this in their mouth.  We are very concerned it could happen to other children.  There were two thumb tacks on the instrument, and while this one fell out very easily, the other is attached very securely.  ","New York","New York",10016,"Home/Apartment/Condominium","Incident, No Injury","Female","My Child","1",Yes,No,,,,No,,,"",
20210112-9C7EC-2147366542,1/12/2021 ,1/22/2021 ,2/5/2021 ,Consumer,"Sharper Image 2 player laser tag gun set - 1 blue and 1 red gun with chest tag plates.","Toys & Children","Toys","Other Toy Guns (5006)",5006,"MERCHSOURCE LLC","Sharper Image",,"29007A8260",,,,,,,No,"My 3 year old picked up the laser tag gun and said it was hot. He handed to my 10 year old who ran it to me saying it was hot. We immediately opened to dump the batteries out. One battery came out and the other was stuck in the gun. We got the battery to fall out and then the battery exploded on my floor and husband's leg. This has apparently happened with these laser guns before after searching online.","KATY","Texas",77494,"Home/Apartment/Condominium","Injury - No First Aid or Medical Attention Received","Male","My Spouse","42",Yes,No,,,,No,,,"",
20210112-9DBC7-2147366540,1/12/2021 ,2/3/2021 ,2/18/2021 ,Consumer,"TEKFUN LCD Writing Doodle Board, 10 colorful drawing tablet writing pad, girls pink.","Toys & Children","Toys","Toys, Not Elsewhere Classified (1381)",1381,"Shenzhen Shi Hai Rui Bo Mao Yi You Xian Gong Si Ltd","TEKFUN","LCD Writing Tablet Doodle Board",,,,,"Amazon",,11/27/2020 ,No,"No screw to secure button battery cover","Ridgefield","Washington",98642,"Home/Apartment/Condominium","No Incident, No Injury","","Unspecified","",Yes,No,,,,No,,,"",
20210116-12AC5-2147366481,1/16/2021 ,2/9/2021 ,2/24/2021 ,Health Care Professional,"Product was ordered from Amazon in a 4 pack of balls.  This particular ball is clear plastic with numerous primary colored smaller balls inside that can be visualized do to the clear color of the external ball.","Toys & Children","Toys","Squeeze or Squeaker Toys (1350)",1350,"Shenzhen Annahai Technology Co. Ltd","Stress Ball, Fansteck","LLK-001-6-1",,"X0024J046V",,,,,,No,"Child playing with stress ball and bit it once causing it to pop open releasing many slippery, slimy coated smaller internal balls into mouth.","Grand Rapids","Michigan",49503,"Other Public Property/Office","Injury - Hospital Admission","","Unspecified","2",Yes,No,,,,No,,,"",
20210119-521E5-2147366421,1/19/2021 ,2/10/2021 ,3/4/2021 ,Consumer,"This is the exact table:  https://recroomoutlet.com/collections/air-hockey/products/fat-cat-polar-blast-6-folding-air-hockey-table","Toys & Children","Toys","Toys, Not Elsewhere Classified (1381)",1381,"Great Lakes Dart Mfg., Inc.","Fat Cat ","Polar Blast",,,,,"recroomoutlet.com ",,12/2/2020 ,No,"I was setting up an air hockey table with my teen daughter and when we set the table up on the folding legs that were attached to the bottom of the table, the weight of the table caused the legs to buckle and the table collapsed to the floor.  If a child had been under the table, they would have been killed.  The legs are too weak to support the weight of the table.  ","Alexandria","Virginia",22305,"Home/Apartment/Condominium","Incident, No Injury","","My Child","19",No,No,,,,Yes,,,"",
20210121-ED4AF-2147366364,1/21/2021 ,1/29/2021 ,2/19/2021 ,Health Care Professional,"Small round rare earth magnets (Buckyballs)","Toys & Children","Toys","Building Sets (1345)",1345,"MAXFIELD & OBERTON HOLDINGS LLC","Buckyballs","unknown","unknown","unknown",,,,,,No,"9 year old with autism had unwitnessed ingestion of multiple small high powered rare earth magnets (neodymium, or bucky balls).  This led to eventual entrapment of bowel segments between the magnets and fistulae formation requiring surgery and multiple bowel resections",,"Colorado",,"Home/Apartment/Condominium","Injury - Hospital Admission","","Unspecified","9",,,,,,,,,"",
20210517-F8144-2147364094,5/17/2021 ,5/20/2021 ,6/4/2021 ,Consumer,"Sling ring flashing hard candy Titles “Bling Ring”. Flashing hard candy jewelry. Size of a ring pop candy. Color red. Four button batteries with NO security screw. Printing injection by children. ","Toys & Children","Toys","Toys, Not Elsewhere Classified (1381)",1381,"Original Gourmet Food Company","Sling ring flashing hard candy ",,,,,,"Michael’s ",,,No,"I was in line at Michael’s in Brewster NY and my 5 year old picked up a light up ring with FOUR button batteries at the base of the ring. She put it in her mouth and asked to buy it. My best friend just list her 2 year old to a button battery that ate through his esophagus and he bled to death. Why is this product in the shelf for kids and being promoted to INJEST?!?! ","Brewster ","New York",10509,"Other","No Incident, No Injury","Female","My Child","5",No,No,,,,No,,,"",
20210520-25177-2147364022,5/20/2021 ,5/24/2021 ,6/8/2021 ,Consumer,"My First Bearhttps://www.amazon.com/GUND-First-Teddy-Stuffed-Animal/dp/B00IX6A058?th=1Gund my first bear, widely sold in a variety of colors and sizes on Amazon.com. Ribbon around bear's neck caused a finger tourniquet in 2018, resulting in a trip to the ER. Other users have posted reviews indicating the same problem in subsequent years--the need to cut the ribbon off the product to make the toy safe, since we reported the issue in 2018 to the manufacturer. Gund was previously owned by [REDACTED], now Spin Master.","Toys & Children","Toys","Dolls, Plush Toys, and Action Figures (1394)",1394,"Spin Master, Ltd","My first bear","My first bear","4043978",,,,"Amazon",,7/1/2017 ,Yes,"Ribbon tourniquet occurred on my daughter's finger due to ribbon design on bear marketed as My first bear and widely used in infant cribs while they sleep",,,,"Home/Apartment/Condominium","Injury - Emergency Department Treatment Received","Female","My Child","1",Yes,No,,,,Yes,,,"",
20210308-60302-2147365463,3/8/2021 ,3/18/2021 ,4/1/2021 ,Consumer,"12 dinosaur encapsulated in harded clay egg that reveals a plastic dinosaur toy after you soak in water and stab with small, sharp, plastic stick.","Toys & Children","Toys","Toys, Not Elsewhere Classified (1381)",1381,"Surreal Brands LLC","Dig a Dozen Dino Eggs","DD-008","NA","855831 008035",,"NA",,,,No,"Child stabbed a big chunk of skin off his thumb with provided dino egg pick.","Bolingbrook","Illinois",60440,"Home/Apartment/Condominium","Injury - First Aid Received by Non-Medical Professional","Male","My Child","6",,,,,,,,," Surreal Brands is proud of the products which it produces and values feedback from its customers. The “Dig a Dozen Dino Egg” excavation kits for children are safe as manufactured and age-appropriate, as recommended. There are many similar toys in the marketplace. Like all toys, they require careful supervision and a determination from the caregiver that the product is developmentally appropriate for the child. The excavation tool is appropriate and designed for the task of opening the dino egg. If a caregiver does not believe the kit is appropriate for their child, they may always contact us and/or may simply store the product until such time as the toy is more appropriate for use based on the development of their particular child.  We certainly regret that this consumer’s child had this negative experience and hope the child is doing well. We encourage the consumer to reach out to us.We want to encourage interaction, feedback, comments, questions and concerns with our customers, and we want to address issues promptly and directly so that they may be appropriately handled. Consumers can reach our customer service department at 1-815-783-6386 from 9:00 a.m. to 5:00 p.m. Eastern time, Monday through Friday. Please also visit our website at www.dananddarci.com to get in touch with us to report any concerns. ",
20210309-682BD-2147365459,3/9/2021 ,3/18/2021 ,4/1/2021 ,Consumer,"speks 2.5mm magnet balls","Toys & Children","Toys","Building Sets (1345)",1345,"Retrospective Goods LLC","Speks","2.5mm magnet balls",,,,,,,,No,"My 5 year old son was given speks magnets by another child. He swallowed 6 of them and had to have one scope procedure to remove 4 from his stomach and one surgery to have the other 2 of them and his appendix removed. ","Morganton","North Carolina",28655,"Other","Injury - Hospital Admission","Male","My Child","5",,,,,,,,,"Retrospective Goods LLC: Retrospective Goods has reviewed the subject complaint and observes that it is unclear from the report itself whether the product involved was Speks because the report states the victim was given magnetic balls by another child.  Speks is not a children’s toy.  The product is not marketed, promoted or sold as a toy for children.  The Speks package bears the following warning label:  WARNING: Keep Away From All Children!Do not put near or in nose or mouth. Swallowed magnets can pinch and stick together across intestines causing serious injury or death. Seek immediate medical attention if magnets are swallowed or ingested.The Get Speks website includes the following warnings: WARNING: Keep Away From All Children! Do not put near or in nose or mouth. Swallowed magnets can pinch and stick together across intestines causing serious injury or death. Seek immediate medical attention if magnets are swallowed or ingested.Speks meet all toy and safety standards and has a flux index rating significantly less than 50 kG2 mm2.  There are numerous companies that sell magnetic balls between 2.5mm-5mm in diameter.  Many of these products from sellers other than Retrospective Goods have a magnetic flux index well in excess of 50 kg²mm².  ",
20210309-AFBF2-2147365437,3/9/2021 ,3/19/2021 ,4/2/2021 ,Consumer,"Disney Frozen 2 Follow-Me Friend OlafPurchased from Walmart ","Toys & Children","Toys","Dolls, Plush Toys, and Action Figures (1394)",1394,"Just Play, LLC","Disney, Frozen 2","Follow-Me Friend Olaf/ Model # 32462",,,,,"Walmart","California",12/1/2020 ,Yes,"Child was able to remove a zip tie from her Olaf Disney Frozen 2 follow me doll. The zip tie was not securely tightened on the doll. She removed the zip tie and was able to put it around her neck to the point that she turned blue. Fortunately I noticed and was able to remove the zip tie. The possibility of suffocation would be a lot higher if it were put on an infant. The product says ages 3 and up and she is 4 years of age.  ","Bishop","California",93514,"Street or Highway","Incident, No Injury","Female","My Child","4",No,No,,,,Yes,,"I disposed of the product so my child wouldn’t get hurt from it again. "," Just Play, LLC takes product safety issues very seriously. All of our products are manufactured and tested to comply with all applicable safety regulations and we thoroughly investigate any report made to us or the CPSC. We have checked our database and confirmed that we have not had any reports of similar incidents with this product.  We have also been in contact with the submitter of this complaint, and have requested more information about this incident. In addition, we have sent them a replacement product and have arranged for them to return the product to us. If they return the product to us, our safety engineers will inspect it to determine the cause of the incident and if any further action is warranted.",
20210311-F60A0-2147365410,3/11/2021 ,3/19/2021 ,4/9/2021 ,Health Care Professional,"Magnet from a Magna-Tile product. I do not have packaging for this product.","Toys & Children","Toys","Building Sets (1345)",1345,"MVW Holdings, Inc.","Magna-Tile",,,,,,,,,No,"2 hours prior to ED arrival he swallowed a magnet that came off a Magna-tile.  This product has magnets sealed inside plastic casing that make construction pieces that can be linked together.  One had come apart exposing the small magnets.  It was unclear if the child had ingested just one or more than one magnets.  The child thus required an emergency department visit and xrays.  The child was well appearing and only one magnet was seen, so it was left to pass without intervention. ",,,,"Unspecified","Injury - Emergency Department Treatment Received","Male","Unspecified","",,,,,,,,,"",
20210311-03E07-2147365407,3/11/2021 ,3/23/2021 ,4/6/2021 ,Health Care Professional,"The product is described by the family as Magna-Tiles, but the xray images are more consistent specifically with a product by the Magna-Tiles company called Magna-Qubix.  This product contains cube-shaped magnets that match those ingested.  Its shapes also notably include pyramids which contain 5 of these magnets.","Toys & Children","Toys","Building Sets (1345)",1345,"MVW Holdings, Inc.","Magna-Tile/Magna-Qubix",,,,,,,,,No,"2 year old was playing with a new magnet toy called Magna-Tiles when 1 of the pieces broke apart.  The child ingested 5 magnets which fell out.  She then told her parents and was brought to the ED for evaluation.  Xrays revealed the 5 magnets together overlying the stomach.  Estimated size by xrays (which magnifies) 3mm X 4mm X 4 mm. The patient was taken to endoscopy and the string of magnets was removed under general anesthesia. The patient was discharged later the same evening. There were no further follow-up records in the chart so she is presumed to have recovered well. ",,,98103,"Unspecified","Injury - Emergency Department Treatment Received","Female","Unspecified","2",,,,,,,,,"",
20210205-E5746-2147366030,2/5/2021 ,2/16/2021 ,3/2/2021 ,Consumer,"Magnetic Balls, [REDACTED] 5MM Magnetic balls, multi color, 1000 pieces ","Toys & Children","Toys","Building Sets (1345)",1345,"Carolina Milano","Magnetic Balls, [REDACTED]","No specific model name or number","No specific serial number ","None",1/1/2018 ,"N/A","Amazon",,11/13/2020 ,No,"My 2 year old child ended up in the ER & eventually admitted to the operating room and PICU. It was determined, he ingested 15 of these 5MM magnetic balls. Formerly known as [REDACTED], but renamed as many different brands. These were a gift for Christmas to my older child who is 6 years old. It came in 1000 pieces, so we were very clear with him that they should not be on the ground or in their 2 year old brothers hands. A thousand pieces... these products are used to shape, stick and reform to whatever your mind can think of. The advertisements on all of these magnetic ball ads say that they are for creative minds, therapeutic & stress relievers. My 6 year old used them to make necklaces, stick them to metal objects and create shapes. Sadly having 1000 pieces, some had strayed off around the house. The damages and injuries these magnetic balls have caused to my child and family are devastating. My son started with throwing up for 2 days and could not stomach water. Once confirmed that the magnetic balls were in his body, it was declared he needed an emergency operation. They opened up my sons stomach to reach his intestines where they found severe damages. Perforations and holes were caused by the magnets. They removed 6cm worth of damaged intestine. They had to stitch the other damaged parts and holes that were caused. We are not the first victims and there are many different victims in various ages to have been injured. The balls being powerfully strong, cause rubbing and perforation as they made its way down. Potentially it can cause a lot more damage if it doesn’t get the proper attention right away. The Amazon ad DID NOT HAVE A DISCLAIMER ABOUT INGESTING. CHOKING ONLY. These things can injure anyone, any age and even animals. ","Waipahu","Hawaii",96797,"Home/Apartment/Condominium","Injury - Hospital Admission","Male","My Child","2",No,No,,,,No,,"We threw them out as soon as we recognized the damage it caused. It was brand new from Amazon in a box. Gifted to my child for Christmas. I left a review on the product on amazon AND reported it to customer service. Product is removed from Amazon. ","",
