Disclaimer: CPSC does not guarantee the accuracy, completeness, or adequacy of the contents of the Publicly Available Consumer Product Safety Information Database on SaferProducts.gov, particularly with respect to information submitted by people outside of CPSC.,
North American Bear Company Issues Warning About Choking Hazard,5/8/1990,"May 8, 1990 Release # 90-091 North American Bear Company Issues Warning About Choking Hazard WASHINGTON, DC -- In cooperation with the U.S. Consumer Product Safety Commission (CPSC), and the New York State Attorney General's Office, North American Bear Co., Inc. of Chicago, IL is issuing a warning to purchasers of two products in their VanderBear Family line. Alice VanderBear in High Tea Outfit (Style #4152) and Muffy VanderBear in Tree Trimming Outfit (Style #7144) have accessories that may separate from their outfits and present a small parts choking hazard to young children. Before giving these plush bears to children, consumers are urged to remove the pearl necklace and buttons from the dress on Alice VanderBear, and to remove the gingerbread man from the pocket of Muffy VanderBear. Approximately 3,500 Alice VanderBears were sold nationwide from January 1, 1989 to January 31, 1990 for $62.00 each. The bear stands 18 inches tall and has soft beige fur. Alice is dressed in a pink and white print dress with a white collar and trim. She is also wearing a straw hat with black trim and a pink flower attached to the front. The three buttons on the back of her dress and the pearl necklace around her neck may detach producing small parts that could present a choking hazard to young children. Approximately 20,000 Muffy VanderBears were sold nationwide from July 1, 1989 to September 30, 1989 for $28.50 each. The bear stands 7-1/2 inches tall and has soft beige fur. Muffy is dressed in a red and white stripped long-sleeved Christmas dress with large red plastic slip-on shoes. She is also wearing a red and white apron which has a hard plastic gingerbread man in the pocket that may come loose presenting a choking hazard to children. Neither the CPSC nor the company is aware of any injuries involving these plush bears. This warning is being announced to prevent the possibility of injury. CPSC learned about Alice VanderBear and Muffy VanderBear from the Empire State Consumer Association and the U.S. Public Interest Research Group this past holiday season. Consumers who have questions about this warning may contact the North American Bear Co. at (312) 329-0020",90091,https://www.cpsc.gov/Recalls/1990/North-American-Bear-Company-Issues-Warning-About-Choking-Hazard
Schylling Associates Recalls Duck Family Collectable Toy Due To Violation of Lead Paint Standard,11/7/2007,"The recalled Duck Family consists of a large wind-up duck, which pulls three little ducks. They are made of tin and are primarily yellow in color.",8069,https://www.cpsc.gov/Recalls/2008/Schylling-Associates-Recalls-Duck-Family-Collectable-Toy-Due-To-Violation-of-Lead-Paint-Standard
Link & Pan Of Texas Inc. And CPSC Recall Stuffed Bears,10/28/1994,"October 28, 1994 Release # 95-014 Washington, D.C. - CPSC, Link and Pan of Texas Inc. of Houston, Texas, is voluntarily recalling more than 4,000 stuffed toy bears. During CPSC testing, the bears' noses and eyes came off presenting a potential choking hazard to young children.Three styles of stuffed bears, all labeled with a MADE IN CHINA sewn-on tag on the bottom, are included in this recall: a white bear, a black and white panda bear, and a white bear with two red ears, two blue paws, and two neon yellow paws. The white bear and the black and white panda bear are wearing red sweaters with raised lettering that says I Love You. The bear with the blue and yellow paws does not wear a sweater. All three bears, measuring 11 inches tall from their permanent sitting position, have black plastic noses and brown/black plastic eyes.The bears were distributed throughout the United States as premiums/prizes between June and August 1994 by three traveling carnivals: The Brass Show and The Hildebrand Show, headquartered in Florida, and the Crabtree Show, headquartered in Texas. Consumers are urged to take the stuffed bears away from young children immediately and call Link and Pan of Texas for a self-addressed, postage-paid envelope in which to return the toy for an exchange of a similar item. For more information about this recall and to obtain a self- addressed, postage-paid envelope for returning the bears, call Link and Pan of Texas Inc. at (800) 528-8259.Neither CPSC nor Link and Pan of Texas is aware of any injuries involving these stuffed bears",95014,https://www.cpsc.gov/Recalls/1995/Link--Pan-Of-Texas-Inc-And-CPSC-Recall-Stuffed-Bears
Star Sales Company Recalls Teddy Pet With Cassette,6/20/1991,"June 20, 1991 Release # 91-085 Star Sales Company Recalls Teddy Pet With Cassette WASHINGTON, DC -- In cooperation with the U.S. Consumer Product Safety Commission (CPSC), Star Sales Company, Knoxville, TN today announced a voluntary recall of its Teddy Pet With Cassette #3851 because the bear could catch on fire due to inadequate insulation around the wires within the teddy bear. The company sold 1,015 units of the Teddy Pet With Cassette nationwide since 1986. No injuries have been reported. The Ohio State Fire Marshall's Office reported to CPSC one fire incident with this teddy bear resulting in property damage only. This item is a 12-inch tall battery-operated animated brown and white teddy bear which has moving eyes, ears and mouth and produces sounds by means of an audio tape. A tag attached to the back lists the code HS-703. Consumers who have this Teddy Pet With Cassette should discontinue use and return it to the retail store where purchased for a full refund. Consumers may also call Star Sales Company at its toll-free number, 1-800-347-9494, for instructions on returning the product. The recall is being announced as part of CPSC's mission to protect the public from unreasonable risks of injury and death associated with consumer products. The CPSC is the Federal agency responsible for product safety. Some 15,000 types of consumer products fall within the Commission's jurisdiction and each year these products are involved in an estimated 29 million injuries and 22,000 deaths",91085,https://www.cpsc.gov/Recalls/1991/Star-Sales-Company-Recalls-Teddy-Pet-With-Cassette
Build-A-Bear Recalls Stuffed Animal Toy Due to Choking Hazard,8/29/2013,"Sulley is a furry blue creature from the Monsters movies. The Build-A-Bear stuffed monster is covered in blue furry fabric with purple spots, horn on its head and has blue eyes measuring about 1 inch in diameter. The stuffed monster is about 17 inches high and 10.5 inches wide. Tracking label ending with 4384 or 4385 for USA and 4378 for Canada can be found on a sewn in label on the backside of the leg of the stuffed monster.",13274,https://www.cpsc.gov/Recalls/2013/Build-A-Bear-Recalls-Stuffed-Animal-Toy
Precious Indian Teddy Bear Recall by Mazel,5/1/1997,"Precious Indian Teddy Bear Recall by Mazel NEWS from CPSC U.S. Consumer Product Safety Commission Office of Information and Public Affairs Washington, DC 20207 FOR IMMEDIATE RELEASE CONTACT: Nychelle White May 1, 1997 (301) 504-7063 Release # 97-113 CPSC and The Mazel Co. Announce Teddy Bear Recall WASHINGTON, D.C. - In cooperation with the U.S. Consumer Product Safety Commission (CPSC), The Mazel Co. of Solon, Ohio, is voluntarily recalling about 835 Teddy Precious Indian girl and boy stuffed bears. The bears' Native American style clothing has beads on the headband and at the waist or neck. The beads can detach and young children can choke on the beads or inhale them into their lungs, which could lead to death. CPSC is not aware of any injuries involving these toys. This recall is being conducted to prevent the possibility of injury. The light brown bears, measuring approximately 18 inches in length, each wear a brown vinyl dress or shirt and pants trimmed with Native American embroidery and a headband patterned with matching embroidery. A label sewn to each bear's foot reads, Teddy Precious . The bears each have a sewn-in tag that reads in part, DANDEE INTERNATIONAL LIMITED...MADE IN CHINA. Some tags also include SKU # 089318 (girl) or SKU # 089334 (boy). Independent discount and 50-Off stores sold the bears nationwide from July 1996 through December 1996 for about $13. Consumers should take the bears away from young children immediately and return the bears to the store where purchased for a full refund or a replacement toy. For more information, consumers should call The Mazel Co.'s Customer Service Department at (800) 443-4789.",97113,https://www.cpsc.gov/Recalls/1997/CPSC-and-The-Mazel-Co-Announce-Teddy-Bear-Recall
"Roman, Inc. Issues Warning To Remove Tears From Stuffed Lambs",5/10/1990,"May 10, 1990 Release # 90-095 Roman, Inc. Issues Warning To Remove Tears From Stuffed Lambs WASHINGTON, DC -- In cooperation with the U.S. Consumer Product Safety Commission (CPSC), Roman, Inc., Roselle, IL is issuing a warning to consumers about certain stuffed lambs imported from Korea. Approximately 7,000 lambs were sold nationwide during 1989. Each stuffed lamb has a small clear plastic tear attached beneath the left eye that can be easily pulled off and ingested by children. These beige and white lambs stand 8-1/2 inches tall, have two dark glass eyes, a yellow nose, a band-aid on the left front leg and a circular pin that reads Jesus make me new again! The lambs sold for approximately $13 each. Neither the CPSC nor the company is aware of any injuries involving this product. This voluntary recall is being conducted to prevent the possibility of injury. Consumers are urged to remove and throw away the small plastic tear. The potentially hazardous lambs were identified at the Port of Chicago during a joint CPSC/U.S. Customs Service surveillance program",90095,https://www.cpsc.gov/Recalls/1990/Roman-Inc-Issues-Warning-To-Remove-Tears-From-Stuffed-Lambs
San Francisco Music Box Company Recalls Plush Animals Because Of Choking Hazard,5/21/1990,"May 21, 1990 Release # 90-098 San Francisco Music Box Company Recalls Plush Animals Because Of Choking Hazard WASHINGTON, DC -- In cooperation with the U.S. Consumer Product Safety Commission (CPSC), the San Francisco Music Box Company of San Francisco, CA is voluntarily recalling six plush animals imported from China because the eyes may come off posing a fatal choking hazard to children. The stuffed animals described below have eyes with washers on the back. The company discovered that the washers may be defective allowing the eyes to become detached from the plush animals. The plush animals all have music boxes inside and a silver wind up key protruding from the back. White Jointed Bear, #55-0046 plays You are My Sunshine is made of all white fur with a red ribbon tied around its neck. Beige Jointed Bear, #55-0061 plays Don't Let Me Go, stands 15-1/2 inches tall has all beige fur and a red ribbon tied around its neck. Beige Small Jointed Bear, #55-0038 plays It's a Small World stands 9-1/2 inches tall has all beige fur with a red ribbon tied around its neck. Pink Bear, #55-0079 plays A Baby's Lullabye stands 9-1/2 inches tall, is extremely soft with all pink fur and a sewn in pink and white polka dot heart on its chest. Pink Monkey, #55-0095 plays Zip-a-dee-doo-daa stands 7- 1/2 inches tall is extremely soft with white face, hands and feet and a pink fur body. Beige Articulated Santa Bear, #55-0368 plays Jingle Bells stands 17 inches tall, has a sewn on red and white Santa's hat covering the right ear, a red coat with white trim that has a Velcro closure in the front, and a black felt belt with a metal buckle. Each stuffed animal has a small white tag sewn on either side or bottom which reads THE SAN FRANCISCO MUSIC BOX COMPANY, EMERYVILLE, CA REG. NO. PA-2642 (RC) ALL NEW MATERIALS MADE IN CHINA. Approximately 2,866 of these plush animals were distributed in retail stores nationwide from December 1988 through June 1989 at prices ranging from $17.50 to $37.50. Neither the CPSC nor the company is aware of any injuries involving this product. This voluntary recall is being conducted to prevent the possibility of injury. Consumers are urged to take these toys away from young children immediately and return them to the store where purchased for a refund of the purchase price. Consumers with additional questions about this recall may contact the San Francisco Music Box Company directly at 1-800-227-2190",90098,https://www.cpsc.gov/Recalls/1990/San-Francisco-Music-Box-Company-Recalls-Plush-Animals-Because-Of-Choking-Hazard
Stuffed Animal Mobiles Recalled by Calderon,9/10/1987,"Stuffed Animal Mobiles Recalled by Calderon NEWS from CPSC U.S. Consumer Product Safety Commission Office of Information and Public Affairs Washington, DC 20207 FOR IMMEDIATE RELEASE September 10, 1987 Release # 87-048 Stuffed Animal Mobiles Recalled Because Of Strangulation Hazard - Recent Death Cited WASHINGTON, DC -- In cooperation with the U.S. Consumer Product Safety Commission, Calderon Company, Inc., Locust Valley, New York, is recalling its large stuffed animal mobiles. When hung within the reach of an infant, a 26-inch nylon cord poses the potential for entanglement and strangulation. The Commission and the firm are aware of the September 1986 fatal strangulation accident of a 15-month-old Pennsylvania boy. The boy became entangled in the nylon cord attached to the wings of a Toucan model which was hung over a crib and post. A label sewn into the mobile, warning against use by children under three, had been removed after purchase. Other models of the colorful, soft, stuffed animal mobiles include giraffes, pelicans, elephants, ducks, and penguins. The recalled mobiles may be identified by a cloth label sewn into the stuffed toy. It bears the words CALDERON CO, INC., CONTENTS: ALL NEW MATERIAL, PLUSH AND FILLING (FILLING: POLYSTER FIBER & PLASTIC PELLERS) NOT RECOMMENDED FOR CHILDREN UNDER 3 YEARS OF AGE) MADE IN TAIWAN .  A nylon cord about 26 inches long attaches to one wing, arm, or ear, passes through a white ring connecting two springs, and then attaches to the other wing, arm, or ear (see attached sketch). This allows the wings, arms, or ears to flap as the animal bounces up and down. It also makes a squeaking noise as it bounces or is handles. Approximately 16,000 of these mobiles were imported from Taiwan and sold nationwide since 1979. The large stuffed mobiles retail for about $10.00. Consumers should take the mobiles away from children and cut the 26-inch nylon cord and springs. Send the detached cord and sprints to: Calderon Co., Inc., 480 Forest Avenue, Locust Valley , NY 11560. Calderon will send you a free plush toy in return. To report an unsafe consumer product or receive safety information, consumers may call the CPSC toll-free hotline number at 800-G38-CPSC. A teletypewriter number for the hearing impaired is 800-6X-8270.",87048,https://www.cpsc.gov/Recalls/1987/Stuffed-Animal-Mobiles-Recalled-Because-Of-Strangulation-Hazard---Recent-Death-Cited
Value Merchants Inc. Recalls Patty And Her Puppy And Triplet Dolls,11/23/1992,"NOVEMBER 23, 1992 Release # 93-020 PRODUCT: Patty and Her Puppy, dolls model number 3159 and Triplet Dolls, model number 001 distributed by Value Merchants, Inc. PROBLEM: The arms and legs of the dolls in each set may separate, producing a potentially fatal choking hazard to young children. WHAT TO DO: Return the sets to the place of purchase for a refund. WASHINGTON, DC - CPSC, Value Merchants, Inc. of Milwaukee, WI is voluntarily recalling approximately 10,000 sets of Patty and Her Puppy dolls, model number 3159, and approximately 2,000 sets of Triplet Dolls, model number 001. The arms and legs of the dolls in both sets may separate producing a potentially fatal choking hazard to young children. The Patty and Her Puppy set consists of a six-inch vinyl doll with a three-inch, one-piece vinyl puppy. Both toys have painted-on features. The doll is wearing a short dress with a velcro closure and white panties. The package reads in part, Fishel and Made in China. The Triplet Dolls consist of three vinyl dolls packaged together that are five inches tall with painted-on faces and short curly hair that varies in color. The Triplet Dolls are wearing multi-colored halter dresses and panties. The packaging reads in part, A Grand Toy by RandToy and Made in China. Both sets were sold nationwide from March 1990 to December 1991 for approximately $1.99 per set. Neither the CPSC nor the company is aware of any injuries involving these products. This voluntary recall is being conducted to prevent the possibility of injury. The potentially hazardous nature of the dolls was identified during a random establishment inspection conducted by CPSC. Consumers are urged to take the dolls away from young children immediately and return the sets to the store where purchased for a refund of the purchase price. Consumers with questions about this recall may contact the Value Merchants, Inc. toll-free at 1-800-677-7780. The U.S. Consumer Product Safety Commission is announcing this recall as part of its mission to protect the public from unreasonable risks of injury and death associated with consumer products. The Commission's objective is to reduce the estimated 28.5 million injuries and 21,600 deaths associated each year with the 15,000 different types of consumer products under CPSC's jurisdiction",93020,https://www.cpsc.gov/Recalls/1993/Value-Merchants-Inc-Recalls-Patty-And-Her-Puppy-And-Triplet-Dolls
Stuffed Bear Recalled by Toycraft,6/6/1988,"Stuffed Bear Recalled by Toycraft NEWS from CPSC U.S. Consumer Product Safety Commission Office of Information and Public Affairs Washington, DC 20207 FOR IMMEDIATE RELEASE June 6, 1988 Release # 88-035 Toycraft Recalls Stuffed Bear WASHINGTON, D.C. -- In cooperation with the U.S. Consumer Product Safety Commission (CPSC), Toycraft Industries of Brooklyn, New York is voluntarily recalling a stuffed teddy bear. The eyes and nose come off the bear and are small parts which present a serious choking hazard. A 2 year old child died of asphyxiation when the plastic nose from the teddy bear lodged at the base of her larynx. The teddy bears are 26 inches tall and 9 inches wide across the chest and come in assorted colors. A sewn-in tag on the bears identifies the manufacturer as Toycraft Industries, Inc., Brooklyn, New York, and further states, Stuffed Toys for Tots and Teens. Consumers should take the bear away from young children. A full refund will be offered at the store where the bear was purchased. Approximately 9,000 of the bears were sold during this past year for around $6.00. Anyone wishing additional information may call Toycraft at (718) 788-2900.",88035,https://www.cpsc.gov/Recalls/1988/Toycraft-Recalls-Stuffed-Bear
"CPSC, Unilever Home and Personal Care USA Announce Recall of Snuggle® Teeny Bean Bears Included with Fabric Softener",5/10/2001,"Snuggle® Teeny Bean Bears Included with Fabric Softener Recalled by Unilever Home and Personal Care USA NEWS from CPSC U.S. Consumer Product Safety Commission Office of Information and Public Affairs Washington, DC 20207 FOR IMMEDIATE RELEASE May 10, 2001 Release # 01-146 Firm Recall Hotline: (800) 598-5005 CPSC Consumer Hotline: (800) 638-2772 CPSC Media Contact: Nychelle Fleming, (301) 504-7063 Unilever Contact: Stephen Milton, (212) 418-8531 CPSC, Unilever Home and Personal Care USA Announce Recall of Snuggle® Teeny Bean Bears Included with Fabric Softener WASHINGTON, D.C.- In cooperation with the U.S. Consumer Product Safety Commission (CPSC), Unilever Home and Personal Care USA, of Greenwich, Conn., is voluntarily recalling about 150,000 Snuggle® Teeny Bean Bears with a nightcap and pom-pom. The yellow pom-pom can detach, posing a choking hazard to young children. CPSC and Unilever Home and Personal Care USA have received one report of an infant who put the pom-pom in his mouth, gagged and began to choke before his mother removed the pom-pom. The bear was included as a promotional item in Snuggle®, Cuddle Up®, Fresh Rain TM, and Sweet Slumber TM fabric softener products sold in twin packs. Each twin pack contains a bottle of liquid fabric softener and a box of softener sheets along with the bear. The bean bear is 5 inches tall and wears a blue nightcap with a yellow moon and star design. At the end of the nightcap is a yellow pom-pom. A label on the bear reads in part ©2001 Lever Brothers Company, Made In China. Wal-Mart Stores nationwide sold the twin packs containing the bear with the pom-pom on the cap from March 2001 through April 2001 for between $7 and $8. Consumers should immediately remove the bear's pom-pom to eliminate the choking hazard. For additional information, consumers can contact Snuggle at (800)-598-5005 between 8:30 a.m. and 6:00 p.m. ET Monday through Friday or visit the firm's web site at Snuggletime.com. No other Snuggle bears are included in this recall.",1146,https://www.cpsc.gov/Recalls/2001/CPSC-Unilever-Home-and-Personal-Care-USA-Announce-Recall-of-Snuggle-Teeny-Bean-Bears-Included-with-Fabric-Softener
"CPSC, Ocean Desert Sales Inc. Announce Recall of Children's Stuffed Yarn Bunnies",3/2/2005,"The stuffed bunny is about 8 inches tall, wearing a skirt or overall shorts in various colors, including purple, turquoise and pink. The skirt and overall shorts are decorated with heart and flower buttons, and there is a bow tie at the neck in checked pattern colors including green and pink. The eyes are round black beads. A hang tag attached to the stuffed bunny reads in part, OCEAN DESERT SALES 5400 TULIP STREET, PHILADELPHIA, PA 19124 ITEM NO.: EST-220 MADE IN CHINA UPC CODE: 0 15381 14220 1.",5126,https://www.cpsc.gov/Recalls/2005/CPSC-Ocean-Desert-Sales-Inc-Announce-Recall-of-Childrens-Stuffed-Yarn-Bunnies-
Stuffed Chicks And Ducklings Recalled by New Angles,4/20/1984,"Stuffed Chicks And Ducklings Recalled by New Angles NEWS from CPSC U.S. Consumer Product Safety Commission Office of Information and Public Affairs Washington, DC 20207 FOR IMMEDIATE RELEASE April 20, I984 Release # 84-026 CPSC Announces Recall Of Certain Stuffed Chicks And Ducklings Washington, D.C.--The U. S. Consumer Product Safety Commission and New Angles, Inc., Ventura, California, announce the recall of stuffed chicks and ducklings preserved with the poison, arsenic. 150 chicks and ducklings were distributed in floral arrangements to 58 floral shops nationwide during 1984. These arrangements are labeled with a sticker that warns customers of the presence of arsenic. All 58 floral shops are being advised by New Angles, Inc., to stop selling arrangements containing arsenic preserved birds. All other 12,000 chicks and ducklings distributed by New Angles, Inc., in 1984 do not contain arsenic. These are preserved with non-toxic chemicals and so labeled. This has been confirmed by CPSC testing. Persons in possession of the floral arrangements labeled as containing birds preserved with arsenic should return them to the place of purchase for removal of the stuffed bird. Consumers are advised that these arrangements are decorations and not intended to be toys or suitable for use by children. Previous tests conducted in 1983 showed arsenic to be present in the skin and down of the stuffed birds. With the exception of these 150, all chicks and ducklings were recalled in 1983 and returned to China. CPSC is not aware of any poisoning incidents resulting from the stuffed birds. Persons with questions about these articles should call the importer, New Angles, Inc. (805-658-0577), or the U.S. Consumer Product Safety Commission toll-free Hotline 800-638-CPSC. The teletypewriter number for the hearing impaired is (301) 595-7054.",84026,https://www.cpsc.gov/Recalls/2012/CPSC-Announces-Recall-Of-Certain-Stuffed-Chicks-And-Ducklings
Eyes And Nose Are Choking-Hazards On Koala Bear Fur Banks,2/23/1989,"Eyes And Nose Are Choking-Hazards On Koala Bear Fur Banks NEWS from CPSC U.S. Consumer Product Safety Commission Office of Information and Public Affairs Washington, DC 20207 FOR IMMEDIATE RELEASE February 23, 1989 Release # 89-015 Eyes And Nose Are Choking-Hazards On Koala Bear Fur Banks WASHINGTON, D.C. -- Koala Bear Fur Banks, distributed at carnivals and fairs in the northeastern United States during the summer of 1988, have small parts which may present serious choking hazards to young children. The yellow plastic eyes and black plastic noses of the bears can be pulled oft and may be ingested or choked on. The U. S. Consumer Product Safety Commission (CPSC) and the distributor, ACE Novelty Company, Bellevue, Washington advise consumers to: 1) destroy the banks, or 2) remove and destroy both the eyes and the nose. The novelty banks are six inch tall koala bears covered with black, brown, grey or green fur and are molded in a sitting position. On the chest is a paper label which reads: I AM A BANK. A coin slot is hidden in the fur on the back of the bear's head. The Koala Fur Banks, imported from Korea, were identified by U.S. Customs Service at the Port of Seattle, Washington during Operation Toyland,11 a joint surveillance program conducted with CPSC.",89015,https://www.cpsc.gov/Recalls/1989/Eyes-And-Nose-Are-Choking-Hazards-On-Koala-Bear-Fur-Banks
Christmas Stocking Decorative Bear Recalled As Choking Hazard,5/16/1989,"May 16, 1989 Release # 89-040 Christmas Stocking Decorative Bear Recalled As Choking Hazard WASHGTON D.C. -- In cooperation with the U.S. Consumer Product Safety Commission (CPSC), Jerry Elsner Company, Bronx, New York is recalling a Christmas stocking decorated with a teddy bear. Two small bells on the front of the stocking can easily come off and may be a choking hazard to young children.The stocking is 12 inches in length and made of red and white furry material. A brown stuffed teddy bear head wearing a red and white Santa hat is attached to the top of the stocking. On the front of the stocking thread to a green bow ribbon two metal bells are sewn with thread to a green bow ribbon.About 4,400 of the teddy bear Christmas stockings were sold during the last Christmas season at retail stores nationwide for approximately $12.00. Neither the Jerry Elsner Company nor the U.S. Consumer Product Safety Commission is aware of any injuries associated with the product.Consumers should immediately take the stocking away from infants and return the product to the retailer where purchased for a full refund. Consumers may also contact Jerry Elsner Co. Inc., at 1-800-223-4119 for additional information.The U.S. Customs Service identified the hazardous Christmas stockings at the Port of Newark, New Jersey during Operation Toyland, a joint surveillance program with the U.S. Consumer Product Safety Commission",89040,https://www.cpsc.gov/Recalls/1989/Christmas-Stocking-Decorative-Bear-Recalled-As-Choking-Hazard
State Farm® Recalls Good Neigh Bears® Due to Choking Hazard,3/17/2009,This recall involves the 11-inch (28 cm) and 18-inch (46 cm) State Farm Good Neigh Bears with plastic eyes. The bears are brown and wear a white and red State Farm shirt.,9156,https://www.cpsc.gov/Recalls/2009/State-Farm-Recalls-Good-Neigh-Bears-Due-to-Choking-Hazard
Stuffed Baby Chicks Recalled by New Angles/Wallace & Hickory Valley,4/13/1983,"Stuffed Baby Chicks Recalled by New Angles/Wallace & Hickory Valley NEWS from CPSC U.S. Consumer Product Safety Commission Office of Information and Public Affairs Washington, DC 20207 FOR IMMEDIATE RELEASE April 13, 1983 Release # 83-020 Recall Of Stuffed Baby Chicks Washington, D.C. -- The U. S. Consumer Product Safety Commission and two importers, New Angles/Wallace Oaks and Hickory Valley, both of Ojai, California, announce the recall of dead, stuffed baby chicks, ducklings, and goslings which contain the poison, arsenic. The articles were distributed nationally through gift shops, florists, and florist suppliers. The stuffed birds have been marketed in various ways, including mounted on a small base, or in a basket or floral arrangement. The stuffed birds were imported from mainland China and the recall involves less than 25,000 units. The CPSC began its investigation on April 5, 1983, and had samples in various state and Federal agency laboratories by April 6. The results of these tests confirm the presence of arsenic as earlier reported by the State of Ohio. These results showed arsenic to be present in significant amounts in the skin and down of the stuffed birds. The CPSC is not aware of any confirmed incidents of poisoning resulting from the stuffed birds. Persons in possession of these stuffed birds should seal them securely in double plastic bags and return them to the place of purchase. Retailers are advised to stop selling the stuffed baby birds which are banned by the Federal Hazardous Substance Act and offer their customers a refund. Retailers and wholesalers should hold the returned units pending instructions from their suppliers. Persons with questions about these articles should call the importers: New Angles/Wallace Oaks (805-646-1112) or Hickory Valley (805-646-0128), or the Consumer Product Safety Commission toll-free Hotline at 800-638-CPSC.",83020,https://www.cpsc.gov/Recalls/1983/Recall-Of-Stuffed-Baby-Chicks
Wal-Mart Recalls Stuffed Christmas Beagles Due to Choking Hazard,12/14/2006,"The stuffed animal is a brown and white beagle with a red scarf and Santa hat trimmed in red and white stripes. A green wreath with red pompoms is attached near the beagle's mouth. The stuffed beagle measures 7 inches tall and 5 inches long. Marketed by WAL-MART STORES, INC and UPC number 8 85271 90780 3 are printed on the dog's sewn-in labels. Holiday Time™ is printed on the animal's hang tag.",7058,https://www.cpsc.gov/Recalls/2007/Wal-Mart-Recalls-Stuffed-Christmas-Beagles-Due-to-Choking-Hazard
Wooden Armadillo and Turtle Recalled by Americas Co.,4/2/1996,"Wooden Armadillo and Turtle Recalled by Americas Co. NEWS from CPSC U.S. Consumer Product Safety Commission Office of Information and Public Affairs Washington, DC 20207 FOR IMMEDIATE RELEASE CONTACT: Media Relations April 2, 1996 (301) 504-7908 Release # 96-092 CPSC and The Americas Co. Announce Wooden Armadillo and Turtle Recall WASHINGTON, D.C. - In cooperation with the U.S. Consumer Product Safety Commission (CPSC), The Americas Company of San Francisco, Calif., is recalling approximately 42,000 wooden armadillos and turtles. The products are hazardous because they contain a level of lead in the painted surface that violates the law and is dangerous to children if consumed. The wooden armadillos and turtles, with bodies measuring between one and four inches long, are made of dried gourds and are painted in various colors and patterns. The armadillos and turtles have movable heads and the larger armadillos also have movable tails. A sticker on the bottom of the armadillos and turtles reads, Hecho En Mexico (Made in Mexico). The large armadillos' hang tags read, Folk Art *** The Nature Company, Berkeley, CA *** sku #696807 *** Item 696807 *** $14.00/xxx. Six retailers, including The Nature Company stores, sold the armadillos and turtles nationwide from May 1995 to February 1996 for between $4 and $14 each. Consumers should immediately take the armadillos and turtles away from children and return the items to the store where purchased for a full refund or exchange. Consumers can also return armadillos and turtles with proof of purchase directly to The Americas Company, 1977 Union Street, San Francisco, Calif. 94123. The Americas Co. will exchange the product for a new one that meets CPSC standards. For more information, consumers should call The Americas at (800) ARTIFAX (278-4329) between 10:30 a.m. and 6:30 p.m. PT, Monday through Friday. The Americas and CPSC are not aware of any injuries involving these products. This recall is being conducted to prevent the possibility of injury. This matter came to CPSC's attention as a result of a referral from the Texas Department of Health, Austin, Texas.",96092,https://www.cpsc.gov/Recalls/1996/CPSC-and-The-Americas-Co-Announce-Wooden-Armadillo-and-Turtle-Recall
12 Inch Teddy Bear Warning by Country Cozy's,5/13/1986,"12 Inch Teddy Bear Warning by Country Cozy's NEWS from CPSC U.S. Consumer Product Safety Commission Office of Information and Public Affairs Washington, DC 20207 FOR IMMEDIATE RELEASE May 13, 1986 Release # 86-29 CPSC Issues Warning On 12 Inch Teddy Bear Dangers Washington, DC -- Country Cozy's, Inc., Paramount, California, and the Consumer Product Safety Commission issued a warning today to consumers about a 12 inch teddy bear, model LSB, which has small parts which could be a choking hazard and sharp wires which could cause lacerations or puncture wound injuries. Attached to the left paw of each teddy bear are three wires with balls on the ends representing balloons on strings. When the Consumer Product Safety Commission subjected the teddy bears to use and abuse testing, the balls, which are small parts, detached, exposing sharp points on the ends of the wires. While Country Cozy's intended these bears as decorative giftwear, the bears are attractive to small children and are likely to be given to small children. Consumers who bought these teddy bears for children should immediately remove and discard the balls and wires to eliminate the choking, puncture and laceration hazards. Retailers should do the same to any teddy bears they have in stock. The model LSB teddy bear in question is wearing a dress trimmed with white lace. Attached to the front of the dress is a hexagonal-shaped. ceramic tile approximately 1 3/4 inches in diameter with the message, Crazy 'Bout You and five hearts in various colors on it. Approximately 3,000 of these teddy bears were distributed nationwide between January, 1985, and January, 1986. Neither the CPSC nor Country Cozy's, Inc., know of any injuries involving these teddy bears. Anyone wishing additional information may contact Greg Buscher of Country Cozy's, Inc., at 213-630-3415.",86029,https://www.cpsc.gov/Recalls/1986/CPSC-Issues-Warning-On-12-Inch-Teddy-Bear-Dangers
