Disclaimer: CPSC does not guarantee the accuracy, completeness, or adequacy of the contents of the Publicly Available Consumer Product Safety Information Database on SaferProducts.gov, particularly with respect to information submitted by people outside of CPSC.
"Star Wars Lightsaber Recalled by Hasbro",6/24/1999 ,"Star Wars Lightsaber Recalled by Hasbro NEWS from CPSC U.S. Consumer Product Safety Commission Office of Information and Public Affairs Washington, DC 20207 FOR IMMEDIATE RELEASE Originally issued June 24, 1999, Revised October 24, 2002 Release # 99-129 Company Phone Number: (800) 327-8264 CPSC Consumer Hotline: (800) 638-2772 CPSC Media Contact: Mark Ross, (301) 504-7076 Note: phone number change CPSC, Hasbro Announce Recall to Repair Star Wars TM Lightsaber TM Toys WASHINGTON, D.C. - In cooperation with the U.S. Consumer Product Safety Commission (CPSC), Hasbro Inc., of Pawtucket, R.I., is voluntarily recalling about 618,000 Star Wars Lightsaber toys for repair. The spring in the battery compartments of these toys can dislodge, causing the batteries to overheat or rupture. This can cause burns to consumers. Hasbro has received 38 reports of Lightsaber batteries overheating, including six reports of batteries rupturing. There are three reports of minor burns to consumers, and one consumer reported experiencing eye irritation. There are two models of Lightsaber toys involved in this recall. The Darth Maul TM Double-Bladed Lightsaber has retractable red plastic light blades on both sides of a metallic-gray hand grip. When the blades are fully extended, the toy is 5 feet long. The Qui-Gon Jinn TM Lightsaber has a single retractable light blade made of green plastic that extends from a metallic-gray hand grip to about 3 feet. Both Lightsaber toys operate with two C batteries. The plastic blades on double-bladed Lightsaber light up when struck against another object, and the single-bladed Lightsaber stays continually lit when turned on. Both feature energy humming, charge-up and motion-activated battle crash sounds. Mass merchandise and toys stores nationwide sold these Lightsabers from May 1999 through June 1999 for $20 to $30. Consumers should stop using these Lightsabers immediately, and call Hasbro to get a free repair kit. The repair kit contains instructions on how to install a battery protector. To get this repair kit or for more information, consumers should call Hasbro at (800) 327-8264 anytime, or go to their website at www.hasbro.com. Consumers also can write to: Hasbro Lightsaber Repair Program, P.O. Box 200, Pawtucket, RI 02862. Lightsabers currently being sold with the sticker, Now with battery protector are not part of this recall.",99129,https://www.cpsc.gov/Recalls/1999/CPSC-Hasbro-Announce-Recall-to-Repair-Star-WarsTM-LightsaberTM-Toys
"RadioShack Corp. Recalls Toy Pliers Due to Choking Hazard",3/28/2006 ,"The recall involves the Child Guidance Busy Baby Activity Tool Pliers, which are about 6 inches long. The plastic toy has an orange handle, a red center knob and a yellow sliding knob on the side. The red center knob has child GUIDANCE written on it. The battery-operated toy makes various electronic sounds, plays music and has flashing lights. The pliers also contain multicolored beads. A label on the back reads, RadioShack.",06121,https://www.cpsc.gov/Recalls/2006/RadioShack-Corp-Recalls-Toy-Pliers-Due-to-Choking-Hazard
"CPSC, Maxim Enterprise Inc. Announce Recall of Mini Learning Cube Toy Sold at Target",12/14/2005 ,"The recalled learning cube is an 8-inch square wooden box with a different activity on each side, including an abacus, blocks with apples and bananas, shapes that can be moved in a zigzag cutout, and a blackboard. The wooden cover has spiral bead maze with wooden beads that slide up, down and around.",06052,https://www.cpsc.gov/Recalls/2006/CPSC-Maxim-Enterprise-Inc-Announces-Recall-of-Mini-Learning-Cube-Toy-Sold-at-Target2
"Remote Control Flying Saucers Sold by QVC Recalled for Fire Hazard",2/24/2006 ,"The Pro Flying Saucer is about 13 inches in diameter and comes in blue or yellow. It is made of Styrofoam and has a plastic propeller. The Pro Flying Saucer comes with a controller unit, launch pad and a battery charger cord. The item number of the recalled product, M12037, is found on the product's packaging.",06531,https://www.cpsc.gov/Recalls/2006/Remote-Control-Flying-Saucers-Sold-by-QVC-Recalled-for-Fire-Hazard
"Just Toys To Recall Quick N' Easy Micro-Bake",12/20/1994 ,"December 20, 1995 Release # 95-049 WASHINGTON, D.C. - CPSC, Just Toys Inc. of New York, N.Y., is voluntarily recalling about 168,000 Quick N' Easy Micro-Bake Cake Sets for Kids , covered baking chambers for microwave ovens that may pose a potential fire hazard. Just Toys has received at least 175 complaints of Micro-Bake overheating, burning, smoking, or melting inside the microwave oven while baking. In some cases, consumers reported damage to their microwave oven. In one instance, an adult reported burning her hands as she attempted to put out the fire while removing the Micro-Bake from her microwave.Just Toys modified the cake set beginning on Nov. 7, 1994, to prevent overheating and burning. The company will exchange all Micro Bake cake sets produced prior to Nov. 7 for a new one free of charge.The cake baking set, marketed for children ages eight and older and designed for use in home microwave ovens, includes an enclosed, white plastic baking chamber that holds a small metal cake pan.The Micro-Bake sets sold nationwide for about $20 in toy and discount stores beginning in August 1994. Consumers should stop using the Micro-Bake immediately and call Paul Nawrocki at (212) 645-1515 x. 107 for help in identifying the recalled products and for exchange information",95049,https://www.cpsc.gov/Recalls/1995/Just-Toys-To-Recall-Quick-N-Easy-Micro-Bake
"Rhino Toys Inc. Recalls Bead Toy Due to Choking Hazard",6/10/2010 ,"This recall involves the Beado hand-held beaded play toy with model number 1501 and date code 02910 04323A. The product measures six inches in diameter and is composed of four blue plastic hubs, six white plastic wires and twelve multi-colored beads that slide along the wires. The model number and date code are printed on the bottom of the packaging and the date code is also inside of the blue hubs (see picture). Beados that have a date code different than 02910 or have a date code of 02910 and an inspection sticker on the bottom of the packaging and a black mark by the date code inside the blue hub (see picture) are not included in this recall.",10260,https://www.cpsc.gov/Recalls/2010/Rhino-Toys-Inc-Recalls-Bead-Toy-Due-to-Choking-Hazard
"Tiny Love Recalls Wind Chime Toys Due to Puncture and Laceration Hazards",2/10/2010 ,"This recall involves wind chime toys sold separately, with the Gymini Kick & Play Activity Gym and Tiny Smarts Gift Sets. The toy produces the sound of a wind chime. Tiny Love is printed on a tag on the toy. The following names and item numbers are included in this recall: Name Item Number Baby Wind Chime # 493 Baby Wind Chime - Ocean # 593 Tiny Smarts - Baby Bunny # 512 Wind Chime - Duck # 512 *The Wind Chime - Duck is soldwith the Gymini Kick and PlayActivity Gym. Only the WindChime is affected by this Recall Wind Chime - Duck # 811 *The Wind Chime - Duck is sold with the Gymini Kick and Play Activity Gym. Only the Wind Chime is affected by this Recall. Wind Chime - Louie # 516 Wind Chime - Ella # 517 Tiny Smarts Gift Set # 5397 *Bunny Wind Chime is the only product affected by this Recall. Wind chimes sold with other Tiny Love Activity Gyms are not included in this recall.",10136,https://www.cpsc.gov/Recalls/2010/Tiny-Love-Recalls-Wind-Chime-Toys-Due-to-Puncture-and-Laceration-Hazards
"E. Fomil & Sons, Inc. Recalls Comic Zoo Animals And Magic Milk & Juice Bottles Due To Choking Hazards",7/1/1991 ,"July 1, 1991 Release # 91-090 E. Fomil and Sons, Inc. Recalls Comic Zoo Animals And Magic Milk and Juice Bottles Due To Choking Hazards WASHINGTON, DC -- In cooperation with the U.S. Consumer Product Safety Commission (CPSC), E. Fomil and Sons, Inc., Burlingame, CA is voluntarily recalling approximately 31,000 units of the combined toys, Comic Zoo Animals, item number 31170, and Magic Milk and Juice Bottles, item number 1703. The toys present small parts which pose a potential choking hazard for young children. The Comic Zoo Animals package consists of six small (less than three inches) plastic zoo animals: a blue horse, a peach donkey, a yellow lion, a pink turtle, a peach giraffe, and a brown hippo. The blister card package is labeled in part: Comic Zoo Animals, EFS BURLINGAME, CA 94010; MADE IN CHINA. The pink turtle is a small part. The Magic Milk and Juice Bottles package consists of two plastic bottles one with disappearing milk and the other with disappearing juice. When the bottles are tilted upside down the fluids disappear. The bottles measure approximately 3-3/4 inches tall and one inch in diameter. The blister card package is labeled in part: Magic Milk and Juice Bottles . . . EFS BURLINGAME, CA 94010, MADE IN HONG KONG. The bottles' nipples are small parts. The toys were sold in a variety of retail stores in the states of Alaska, Arizona, California, Hawaii, Idaho, Iowa, New Mexico, Ohio, Oregon, Indiana, Tennessee, Texas, Utah and Washington from January 1990 through December 1990 at prices ranging from $1.49 to $1.99 each. Neither the CPSC nor the company is aware of any injuries involving these toys. This voluntary recall is being conducted to prevent the possibility of injury. The potentially hazardous toys were identified at the Port of Oakland during a joint CPSC/U.S. Customs Service surveillance program. Consumers are urged to take the toys away from young children immediately and return them to the store where purchased for a full refund of the purchase price. For more information about this recall, consumers may call E. Fomil and Sons, Inc., at 1-800-248-8697. The CPSC's mission is to protect the public from unreasonable risks of injury and death associated with consumer products. The CPSC is the Federal agency responsible for consumer product safety. Some 15,000 different types of consumer products fall within the Commission's jurisdiction and each year these products are involved in an estimated 29 million injuries and 22,000 deaths",91090,https://www.cpsc.gov/Recalls/1991/E-Fomil--Sons-Inc-Recalls-Comic-Zoo-Animals-And-Magic-Milk--Juice-Bottles-Due-To-Choking-Hazards
"Toys R Us Recalls Toy Toaster Sets Due to Choking Hazard",10/15/2014 ,"The recall includes the Just Like Home brand toy toaster sets. The teal blue plastic toy toaster has silver trim around the slice opening on top, with an orange slider handle on the side and orange 3-dimensional adjustment knob outlined with orange dots in a half moon shape on the face of the toaster in the left bottom corner. Just like home is printed in white on the front right bottom corner of the toaster. The toaster measures about 4 inches in height by 5-1/2 inches in length by 2 inches in width. The toaster set was sold with two plastic toast slices and two plastic half bagel slice accessories. Model number 5F60589 is printed on a white label on the bottom of the toaster and above the UPC bar code in the lower right hand corner of the product packaging.",15007,https://www.cpsc.gov/Recalls/2015/Toys-R-Us-Recalls-Toy-Toaster-Sets
"Hardees Recalls Its Ghostblasters Toys",7/14/1989 ,"Hardees Recalls Its Ghostblasters Toys NEWS from CPSC U.S. Consumer Product Safety Commission Office of Information and Public Affairs Washington, DC 20207 FOR IMMEDIATE RELEASE July 14, 1989 Release # 89-067 Hardees Recalls Its Ghostblasters Toys WASHINGTON, D.C. -- In cooperation with the U.S. Consumer Product Safety Commission (CPSC), Hardee's Food Systems, Inc. announced today that it is voluntarily recalling a promotional item called Ghostblasters which was distributed in the chain's 3,100 restaurants as a promotional tie-in with the Ghostbusters movie. The premium is being recalled because it contains small parts that may be swallowed by children if dislodged from the unit. Ghostblasters are noisemaking toys that come in four different colors - red, black, gray and white - and have a picture of the Ghostbusters logo on one side. The Ghostblasters are approximately 3 inches X 1 1/4 inches X 1/2 inch in size with two black rectangular buttons at one end. Each button, when pressed, causes the toy to make a different noise. Ghostblasters were distributed starting June 26th and the promotion was scheduled to end July 23rd. Approximately 2.8 million Ghostblasters were sold with a designated food purchase. Hardee's has initiated the recall after listening to its consumers. While at least 15 reports have been received of children ingesting the small batteries, neither Hardee's nor the Commission is aware of any serious injuries resulting. The company is taking immediate steps to remove all remaining Ghostblasters from its restaurants and to recall previously sold blasters. Hardee's and the CPSC advise consumers who have Ghostblasters in their homes to take them away from children under three years of age and return them to a Hardee's restaurant for a full refund of the purchase price. Consumers with questions may write Hardee's Food Systems, Inc., Public Affairs Department, P.O. Box 1619, Rocky Mount, North Carolina 27802-1619 or call toll-free 1-800-346-2243. For media inquiries, call Hardee's Food Systems, Inc., Public Affairs Department at (919) 977-8519.",89067,https://www.cpsc.gov/Recalls/1989/Hardees-Recalls-Its-Ghostblasters-Toys
"The Gymboree Corp. Recalls Toy Swords Due to Breakage and Laceration Hazard",10/18/2007 ,"This recall involves a toy pirate sword with SKU number 140025491-GYS049. The SKU number is printed on the price tag above the bar code. The sword is made of plastic, and has a gold-colored handle and a gray plastic blade. The sword is about 19 inches long.",08037,https://www.cpsc.gov/Recalls/2008/The-Gymboree-Corp-Recalls-Toy-Swords-Due-to-Breakage-and-Laceration-Hazard
"CPSC, Racing Champions Ertl, Inc. Announce Recall of Children's Toy Toolboxes",9/6/2001 ,"September 6, 2001Release # 01-228 Firm Hotline: (866) 898-4999 CPSC Consumer Hotline: (800) 638-2772 CPSC Media Contact: Nychelle Fleming, (301) 504-7063 CPSC, Racing Champions Ertl, Inc. Announce Recall of Children's Toy Toolboxes WASHINGTON, D.C.- In cooperation with the U.S. Consumer Product Safety Commission (CPSC), Racing Champions Ertl Inc. (RCE), of Dyersville, Iowa, is voluntarily recalling about 11,600 John Deere Kids Toolboxes. The toy's carrying handle can break, creating small parts and a sharp plastic edge that pose a choking and laceration hazard to young children. CPSC and RCE have not received any reports of injuries. This recall is being conducted to prevent the possibility of injuries. The children's toolbox is a soft-shelled, plastic, green box with a yellow handle and yellow raised letters that read John Deere. A John Deere Kids logo with a fawn inside a red oval is imprinted on the front of the toolbox. The toolbox is sold with a green and yellow plastic ratchet wrench and pliers inside. Stamped on the bottom of the product is JOHN DEERE LICENSED PRODUCT and MADE IN CHINA. All yellow-handled toolboxes are included in this recall. John Deere dealers and other farm supply retail stores nationwide sold the toys from June 2001 through September 2001 for about $13. Parents and caregivers should take the toy away from young children immediately and contact RCE at (866) 898-4999 anytime for instructions on returning these toys and receiving a free replacement toolbox. John Deere Toolboxes with green handles are not included in this recall",01228,https://www.cpsc.gov/Recalls/2001/CPSC-Racing-Champions-Ertl-Inc-Announce-Recall-of-Childrens-Toy-Toolboxes
"Fisher-Price Recalls Infant Musical Toy Chair Posing Strangulation Hazard",1/18/2006 ,"The recalled Laugh & Learn Musical Learning Chair is a plastic infant toy that measures about 17 inches high. It plays music and teaches children numbers and letters. It also features a blue chair with four green plastic legs and a side table with a purple base and white top. The table holds a clock, book, and a lamp. Smiley faces are displayed on the lamp and seat back. Fisher-Price is written on the front of the chair. The packaging states that the toy is intended for children 12 months through 36 months of age. The model numbers are H4609, H7167 through H7173, H8157, H8998, and J0272 through J0275 can be found on the underside of the seat of the chair.",06068,https://www.cpsc.gov/Recalls/2006/Fisher-Price-Recalls-Infant-Musical-Toy-Chair-Posing-Strangulation-Hazard
"Gemmy Industries Corp. Recalls Flashing Eyeball Toys Due to Chemical Hazard",6/7/2007 ,"The product is a plastic flashing eyeball toy filled with liquid. The model numbers of this product are: 27828, 27544 and 06470. The model number is found on the back of the packaging. The writing on the packaging reads, FLASHING EVIL EYE, and TRY ME!",07556,https://www.cpsc.gov/Recalls/2007/Gemmy-Industries-Corp-Recalls-Flashing-Eyeball-Toys-Due-to-Chemical-Hazard
"BRIO® Corp. Recalls Pull-Along Snail Toy Due to Choking Hazard",3/8/2006 ,"The recalled BRIO Pull-along Snail is made of wood. The body of the snail is painted red and it has yellow wheels. The toy has item number 30368 written on the packaging. The snail measures 6 inches long and 4.5 inches high with natural wood and spring antennae. On the back of the snail is a removable green bell rattle with a yellow swirl and multi-colored posts. The rattle measures 2.25 inches in diameter and 2 inches high. A BRIO logo is printed on the back end of the snail and a yellow cord is attached at the front.",06108,https://www.cpsc.gov/Recalls/2006/BRIO-Corp-Recalls-Pull-Along-Snail-Toy-Due-to-Choking-Hazard
"CPSC, Four Seasons General Merchandise Announce Pull Toy, Paper Weight, And Liquid Timer Recalls",7/28/1995 ,"July 28, 1995 Release # 95-151 WASHINGTON, DC - CPSC, Four Seasons General Merchandise, of Vernon, Calif., is recalling 4,800 Pull-A-Long Wooden Snail pull toys, 1,800 Water Timers (2 models), and 864 Paper Weights. The Pull-A-Long Wooden Snail breaks into small parts that could choke children. The Magic Diamond Paper Weight and Liquid Timers contain ethylene glycol and petroleum distillates, which are considered combustible and hazardous to children if ingested.The Pull-A-Long Wooden Snail is a set of three wooden pull toys, one of which measures 3.75 inches long, the second of which measures 3.25 inches long, and the third of which measures 2.5 inches long. Each of the snails has a straight wood base and round, peg-like wooden wheels. The two larger snails have wooden heads and red antennae. The smallest snail has a red head and wooden antennae. The toys are packaged with 9 red, green, blue and natural wooden disks which range in size from 1.25 to 2.5 inches in diameter. The disks can be stacked on a peg on the snails' backs to form a shell. The snails can be pulled by a 13-inch pull cord. The toy was packaged in a cardboard box labeled in part, Pull-A-Long Wooden Snail 3 Wagons Made in China.The Pull-A-Long Wooden Snail, Model #3092, was sold at flea markets and discount stores in California and Illinois from May 1994 through Januray 1995 for about $1 each.The Water Timers were sold in two models. The Trio Water Timer, model #3491, has 3 separate plastic tubes, each measuring 5 inches tall and 1.5 inches in diameter, which are divided into two compartments by clear plastic shelves. The base and top of the timer are pink and yellow plastic. When the timer is turned upside down, liquid flows between the two compartments through a spout in the center divider. The center tube contains a pink honey-like substance, and the outer tubes contain either a green or blue liquid. Some of the Trio Timers come with figures of a basketball, soccer ball, baseball, and football attached to spinning wheels inside the tubes. These timers come in a cardboard box with a see-through cellophane window on both sides labelled in part, TRIO TIMER, Item No. WT-6, 1991 MADE IN TAIWAN.Water Timer, model #3494, has two separate rectangular cells that each measure 4.75 inches tall and 1.5 inches wide and contain either red or blue liquid. A clear plastic spout divides each cell into two compartments. Each compartment contains a yellow plastic wheel with a black and white spiral design on the outside. When the timer is turned upside down, the colored liquids fall through the spout and spin the wheels. The timers come in a blue and white polka-dot cardboard box with double windows on one side. The box has blue letters that read WATER TIMER, MADE IN TAIWAN. The Water Timers were sold in discount and retail stores in Arizona, California, Texas, and Puerto Rico, between July 1994 and April 1995 for $4.99 each.The Magic Diamond paper weight is made of clear plastic and measures 3.5 inches in diameter. The paper weight is filled with clear liquid petroleum distillates and several pieces of iridescent paper. The paper weights were made in Taiwan and packaged in a black cardboard box with a front window which was labeled in part, MAGIC DIAMOND ITEM NO. MD-1, 1991, WORLDWIDELY PAT.The Magic Diamond paper weights were sold in discount and retail stores in California, Arizona, and Colorado between Jan. 4 and Jan. 18, 1995 for $.99 each.Consumers should take these toys away from young children immediately and return them to the place of purchase for a full refund. Consumers can also mail the toys to Four Seasons General Merchandise, 2801 E. Vernon Avenue, Vernon, CA 90058. The company will send consumers a full refund including postage. Consumers who have questions about this recall can call Bruce Gabbai with Four Seasons General Merchandise at (323) 582-4444 from 9:00 a.m.to 4 p.m. PST.CPSC became aware of the hazardous toys through routine surveillance and a consumer complaint. CPSC and Four Seasons General Merchandise are not aware of any injuries involving the pull toys. This recall is being conducted to prevent the possibility of injury. Link to CPSC's provisionally accepted settlement agreement with Four Seasons General Merchandise",95151,https://www.cpsc.gov/Recalls/1995/CPSC-Four-Seasons-General-Merchandise-Announce-Pull-Toy-Paper-Weight-And-Liquid-Timer-Recalls
"Children's Brooms Recalled by EMSCO Inc.",3/1/2001 ,"The paint on the handles of these brooms contain high lead levels. CPSC standards ban toys and other children's products containing high levels of lead. Young children could ingest lead from the broom handles, presenting a lead poisoning hazard.",01096c,https://www.cpsc.gov/Recalls/2001/Childrens-Brooms-Recalled-by-EMSCO-Inc
"CKI Recalls Children's Decorating Sets Due to Violation of Lead Paint Standard; Sold Exclusively at Toys R Us",10/4/2007 ,"These Totally Me! - Funky Room Décor Sets are designed to make various room décor projects and includes a clock, clock movement, satin fabric, round box, door hanger, mirror, paper mirror frame, glitter glue, sticker sheet, foam shapes, sequins, seed beads, elastic cord, fabric flowers, and gem stones. The part containing lead is the mirror.",08008,https://www.cpsc.gov/Recalls/2008/CKI-Recalls-Childrens-Decorating-Sets-Due-to-Violation-of-Lead-Paint-Standard-Sold-Exclusively-at-Toys-R-Us-
"Riviton Sets Recalled by Parker Brothers",12/11/1978 ,"Riviton Sets Recalled by Parker Brothers NEWS from CPSC U.S. Consumer Product Safety Commission Office of Information and Public Affairs Washington, DC 20207 FOR IMMEDIATE RELEASE December 11, 1978 Release # 78-103 Riviton Sets Voluntarily Held WASHINGTON, D.C. (Dec. II) -- More than 125,000 toy construction sets manufactured by Parker Brothers are being voluntarily held in inventory in two company warehouses in Salem, Massachusetts and Des Moines, Iowa, after the company announced its voluntary recall of 900,000 Riviton sets. A Parker Brothers spokesman told the Consumer Product Safety Commission (CPSC) that 27,000 of the Riviton construction sets have now been returned. Parker Brothers had made the decision to voluntarily withdraw this product from the market because of two accidental deaths associated with the product. The company reached this decision after the recent death of a 9-year-old child was attributed to the choking on a rubber fastening rivet from the Riviton Construction Toy. Riviton Construction Toys have been distributed nationally during the past two years. Parker Brothers, a subsidiary of General Mills, Inc., is asking all consumers to return the product for a full refund to the store from which it was purchased or to mail it direct to Parker Brothers, 190 Bridge Street, Salem, MA 01970. All retailers have been asked to remove the product from their shelves. Any consumer seeking further information may contact Parker Brothers, Consumer Response, Riviton Recall, 50 Dunham Road, Beverly, MA 01915. Consumers can call Parker Brothers collect at 617/927-4900.",78103,https://www.cpsc.gov/Recalls/1978/Riviton-Sets-Voluntarily-Held
"eStyle Recalls Mini Chef Toy Kitchens Due to Choking and Tip-Over Hazards",6/5/2008 ,"The Mini Chef Complete Kitchen is a wooden unit with a metal sink, faucet, four-burner stove with front oven and five-turn-knob control panel, refrigerator, shelves, phone, clock, microwave door and roof. The recalled toy kitchen is approximately 32 inches by 43 inches.",08582,https://www.cpsc.gov/Recalls/2008/eStyle-Recalls-Mini-Chef-Toy-Kitchens-Due-to-Choking-and-Tip-Over-Hazards
"Blue's Clues Toy Notebooks Recalled by Colorbök",3/25/1999 ,"Blue's Clues Toy Notebooks Recalled by Colorbök NEWS from CPSC U.S. Consumer Product Safety Commission Office of Information and Public Affairs Washington, DC 20207 Note: telephone number change. FOR IMMEDIATE RELEASE Originally issued March 25, 1999, Last revised September 27, 2004 Release # 99-086 Company Phone Number: (800) 366-4660 CPSC Consumer Hotline: (800) 638-2772 CPSC Media Contact: Nychelle Fleming, (301) 504-7063 CPSC, Colorbök Announce Recall of Blue's Clues TM Toy Notebooks WASHINGTON, D.C. - In cooperation with the U.S. Consumer Product Safety Commission (CPSC), Colorbök, of Dexter, Mich., is voluntarily recalling about 3.8 million Blue's Clues toy notebooks to replace their coils. The ends of the notebooks' coils can break off, presenting a small parts choking hazard to children. CPSC is aware of four incidents where the end piece of the coil broke off. In three of these incidents, the end piece was removed from the mouth of a child by a parent. There have been no reports of injuries. The Handy Dandy Notebook includes a crayon and 14 wipe-off pages. Consumers can identify the recalled notebooks by looking for the words 1998 Colorbök Paper Products Inc. on the notebook's back cover. The notebook measures about 4 inches wide and 4 inches long. The coils are red plastic, the front and back covers are green with a black border and the inside pages are yellow. A red chair is on the front cover, and This is _____'s Handy Dandy Notebook is on the back of the front cover. Several versions of this notebook are made by a number of companies. Only the Colorbök notebook is being recalled. Chain and toy stores nationwide sold the notebooks from June 1998 through January 1999. The notebooks sold separately for about $5 and as part of an activity set that cost about $10. Consumers immediately should take the notebooks away from children and call Colorbök anytime toll free at (800) 366-4660 to obtain a free replacement coil. Consumers should not return the notebooks to stores. Information about the recall also is available at www.nickjr.com/bluesclues/products/home.html. Colorbök notebooks with Version 2 on the back cover or lower edge of the packaging are not involved in this recall. Although Blue's Clues is a trademark of Viacom, Colorbök is responsible for the production of these notebooks. Colorbök reported this hazard to CPSC after first learning of the problem.",99086,https://www.cpsc.gov/Recalls/1999/CPSC-Colorbok-Announce-Recall-of-Blues-CluesTM-Toy-Notebooks
"Candy Filled Toy Funglasses Are A Choking Hazard",5/26/1994 ,"May 26, 1994 Release # 94-082 PRODUCT: 7,000 blister packs each containing four pairs of Candy Filled Funglasses distributed by Sansom, Inc. The funglasses were sold nationwide by Lionel Leisure stores and other retail toy stores from January 1993 through December 1993. PROBLEM: The funglass frames are made of 7/8 inch clear plastic tubing and are filled with candy beads. At each end of each tube is a white cap that may easily come off presenting a choking hazard to children under the age of three. WHAT TO DO: Take the funglasses away from young children under the age of three immediately. Funglasses purchased from Lionel Leisure stores, which have gone out of business, may be discarded or mailed to Sansom for a refund including postage. Funglasses purchased from other retail toy stores may be returned where purchased for a refund or mailed to Sansom. Sansom, Incorporated's address is 1530 Locust Street, #15F, Philadelphia, PA 19102. Consumers who have questions about this recall may contact Tim Rolland at (800) 776-4386. WASHINGTON, DC -- In cooperation with the U.S. Consumer Product Safety Commission (CPSC), Sansom, Inc., Philadelphia, PA, is voluntarily recalling 7,000 blister packs containing four Candy Filled Funglasses, model number 180. These blister packs were mistakenly labeled as SAFE FOR ALL AGES. During routine CPSC testing, the end caps separated from the funglasses presenting potential choking hazards to young children under the age of three. The sunglass frames are made from 7/8 clear plastic tubing and are filled with candy beads. At each end of each tube is a white cap that may easily come off. The label on the blister pack in part reads: 4-PIECE PARTY PACK, Fun-Time™, DISTRIBUTED BY SANSOM, INC., . . . ASSEMBLED IN MEXICO. The funglasses were distributed nationwide at Lionel Leisure Stores and other retail toy stores from January 1993 through December 1993. The funglasses sold for $2.00 each. Consumers are urged to take the funglasses away from children under the age of three immediately. Funglasses purchased from Lionel Leisure stores may be discarded or mailed to Sansom for a refund including postage. Funglasses purchased from other retail toy stores may be returned where purchased or mailed to Sansom for a refund. The address for Sansom, Inc. is 1530 Locust Street, #15F, Philadelphia, PA 19102. Consumers who have questions about this recall may contact Tim Rolland toll- free at: (800) 776-4386. This voluntary recall is being conducted to prevent the possibility of injury to children under the age of three. The new version of the funglasses, which is currently on the market, is labeled for Ages 3 and Up and carries a warning about the small parts contained in the product. The incorrectly labeled funglasses were identified by U.S. Customs in Eagle Pass, TX during a joint CPSC/U.S. Customs surveillance program. CPSC is the Federal agency responsible for consumer product safety. Some 15,000 different types of consumer products fall within CPSC's jurisdiction",94082,https://www.cpsc.gov/Recalls/1994/Candy-Filled-Toy-Funglasses-Are-A-Choking-Hazard
"Target Recalls Toy Barbeque Grills Due to Laceration Hazard",6/28/2007 ,"This recall involves the Play Wonder Barbeque Grill. The grill is metal and has an orange metal base and top, along with stainless steel legs and a removable circular ash tray. The grill set also includes tongs and a spatula. The Play Wonder logo is located on the lower right corner of the packaging.",07226,https://www.cpsc.gov/Recalls/2007/Target-Recalls-Toy-Barbeque-Grills-Due-to-Laceration-Hazard
"Geometix International LLC Recalls MagneBlocks™ Toys, Ingested Magnets Pose Aspiration and Intestinal Hazards",1/18/2007 ,"All types of MagneBlocks™ construction sets are included in this recall. The sets contain six or more plastic building pieces and six or more 1/2-inch diameter steel balls. Some sets include steel rods. The building pieces are various colors and are shaped in 1 1/2-inch cubes and three-, four-, and five-sided pyramids. The plastic building pieces have MagneBlocks™ imprinted on them.",07085,https://www.cpsc.gov/Recalls/2007/Geometix-International-LLC-Recalls-MagneBlocks-Toys-Ingested-Magnets-Pose-Aspiration-and-Intestinal-Hazards-
"Easy-Bake Ovens Recalled for Repair Due to Entrapment and Burn Hazards",2/6/2007 ,"The Easy-Bake Oven is a purple and pink plastic oven that resembles a kitchen range with four burners on top and a front-loading oven. Easy Bake is printed on the front of the oven. Model number 65805 and Hasbro are stamped into the plastic on the back of the oven. The Easy Bake Oven is an electric toy and is not recommended for children under eight years of age. Ovens sold before May 2006 are not included in this recall.",07096,https://www.cpsc.gov/Recalls/2007/Easy-Bake-Ovens-Recalled-for-Repair-Due-to-Entrapment-and-Burn-Hazards
"Graco Announce Replacement Instructions for Activity Tray",2/21/2002 ,"Graco Announce Replacement Instructions for Activity Tray NEWS from CPSC U.S. Consumer Product Safety Commission Office of Information and Public Affairs Washington, DC 20207 FOR IMMEDIATE RELEASE February 21, 2002 Release # 02-107 Firm's Recall Hotline: (800) 345-4109 CPSC Consumer Hotline: (800) 638-2772 CPSC Media Contact: Nychelle Fleming, (301) 504-7063 CPSC, Graco Announce Replacement Instructions for Activity Tray WASHINGTON, D.C. - In cooperation with the U.S. Consumer Product Safety Commission (CPSC), Graco Children's Products, Inc., of Elverson, Pa., is providing a new instruction sheet for installing the suction cups on about 8,900 Snack and Activity Trays. The Snack and Activity Trays are sold with detached suction cups that the consumer installs. If the suction cups are not properly attached, they can detach, posing a choking hazard to young children. Graco has not received any reports of injury from the suction cups detaching. This recall is being conducted to prevent the possibility of injuries. The Snack and Activity Tray can attach to high chairs, strollers, swings and other flat surfaces. There are four toys on each tray, including a toucan with a rainbow colored beak, a clear ball with colored beads inside, a yellow star with a mirror on one side and a green dog. Mix 'N Move™ is molded on the toucan, ball and dog. The toys are removable and interchangeable with other Mix 'N Move™ toys, which are purchased separately. Discount, department and juvenile product stores, including Sears, nationwide sold these activity trays from August 2001 through February 2002 for about $15. Consumers should stop using these products immediately. To receive a new instruction sheet, consumers should contact Graco at (800) 345- 4109 anytime. Consumers also can visit the firm's web site at www.gracobaby.com, where a new instruction sheet can be printed immediately.",02107,https://www.cpsc.gov/Recalls/2002/CPSC-Graco-Announce-Replacement-Instructions-for-Activity-Tray
